年月,日,3-1氣温(℃)-平均
200306,3,17.3
200306,28,17.4
200306,4,18.1
200306,7,18.3
200306,9,18.5
200306,10,18.8
200306,25,19.1
200306,26,19.3
200306,6,19.4
200306,5,19.8
200306,29,20.3
200306,27,20.4
200306,8,20.7
200306,30,20.7
200306,24,20.8
200306,11,21
200306,15,21.1
200306,16,21.1
200306,17,21.4
200306,12,21.8
200306,23,22.3
200306,14,22.4
200306,22,22.9
200306,13,23.1
200306,21,23.7
200306,18,23.9
200306,20,24.2
200306,19,25.3
200307,24,16.7
200307,8,17.3
200307,23,17.6
200307,26,17.9
200307,25,18.3
200307,19,18.4
200307,7,18.5
200307,10,19.2
200307,9,19.5
200307,15,19.5
200307,4,19.9
200307,5,20
200307,2,20.1
200307,14,20.1
200307,18,20.1
200307,3,20.2
200307,22,20.2
200307,16,20.3
200307,17,20.4
200307,1,20.5
200307,21,20.6
200307,13,20.8
200307,20,20.9
200307,27,21.1
200307,6,21.6
200307,12,22.1
200307,30,22.4
200307,29,22.6
200307,11,22.7
200307,28,23.2
200307,31,23.2
200402,11,-3.1
200402,7,-2.1
200402,5,-1.9
200402,10,-1.9
200402,6,-1.4
200402,27,-1.3
200402,8,-1.2
200402,4,-0.9
200402,2,-0.8
200402,9,-0.8
200402,19,0.2
200402,18,0.3
200402,21,0.5
200402,3,0.7
200402,15,1.1
200402,16,1.2
200402,13,1.3
200402,20,1.4
200402,1,1.5
200402,12,1.5
200402,17,2
200402,24,2.2
200402,14,2.3
200402,23,2.4
200402,26,2.6
200402,28,2.6
200402,29,3.4
200402,25,5.7
200402,22,6.6
200403,5,-2
200403,6,-1.7
200403,3,-1.5
200403,7,-1.2
200403,4,-0.9
200403,2,0
200403,8,0.6
200403,1,0.8
200403,19,2
200403,13,2.9
200403,15,3.1
200403,18,3.1
200403,20,3.3
200403,22,3.3
200403,14,4
200403,9,4.4
200403,21,4.4
200403,23,4.7
200403,24,5.1
200403,27,5.5
200403,16,5.8
200403,12,6.2
200403,11,6.3
200403,26,6.4
200403,25,6.7
200403,28,7.1
200403,10,8.1
200403,31,8.4
200403,29,10.4
200403,17,11.4
200403,30,11.7
200404,4,3.5
200404,3,5.5
200404,24,5.5
200404,2,6.1
200404,5,6.3
200404,8,7.1
200404,1,7.3
200404,25,7.7
200404,13,9.2
200404,27,9.2
200404,14,9.7
200404,7,10.1
200404,6,10.2
200404,9,10.2
200404,28,11.3
200404,15,11.6
200404,23,11.6
200404,26,11.6
200404,11,12
200404,10,12.8
200404,21,12.9
200404,29,13.4
200404,17,13.7
200404,12,14
200404,18,14.1
200404,19,14.4
200404,20,14.4
200404,16,15.2
200404,30,15.3
200404,22,17.3
200405,2,10.8
200405,5,12.4
200405,1,13.7
200405,6,14
200405,25,14.3
200405,7,14.7
200405,21,14.9
200405,23,15.2
200405,22,15.3
200405,16,15.5
200405,8,15.6
200405,3,15.9
200405,20,15.9
200405,10,16.1
200405,24,16.2
200405,4,16.3
200405,14,16.6
200405,15,16.6
200405,9,16.8
200405,12,17.2
200405,26,17.4
200405,19,17.7
200405,13,17.8
200405,17,17.9
200405,11,18
200405,18,19
200405,27,20.3
200405,28,20.3
200405,31,21.1
200405,29,21.5
200405,30,22.7
200406,2,16.9
200406,1,17.2
200406,8,17.2
200406,13,18.3
200406,11,18.4
200406,16,18.4
200406,3,18.5
200406,14,19.2
200406,12,19.7
200406,9,19.8
200406,15,20.1
200406,17,20.5
200406,18,20.7
200406,4,21
200406,7,21
200406,26,21.4
200406,5,21.5
200406,25,21.5
200406,6,21.8
200406,10,21.9
200406,28,22
200406,20,22.3
200406,19,23
200406,27,23.2
200406,30,24.6
200406,23,24.9
200406,29,25
200406,22,25.1
200406,21,25.6
200406,24,25.9
200407,13,19.4
200407,14,20.2
200407,11,21.6
200407,2,22.1
200407,15,22.2
200407,1,22.3
200407,12,22.7
200407,3,22.8
200407,17,22.9
200407,16,23.5
200407,22,24
200407,4,24.6
200407,23,25
200407,18,25.2
200407,19,25.2
200407,5,25.4
200407,10,25.5
200407,21,25.8
200407,26,26
200407,27,26.3
200407,20,27
200407,6,27.1
200407,28,27.1
200407,7,27.2
200407,25,27.3
200407,29,27.3
200407,24,27.4
200407,8,27.6
200407,9,27.8
200407,30,29.3
200407,31,29.3
200502,11,-3.1
200502,8,-2.7
200502,1,-2.6
200502,21,-2.6
200502,2,-2.2
200502,27,-2.2
200502,12,-2
200502,26,-1.9
200502,3,-1.7
200502,5,-1.7
200502,13,-1.5
200502,16,-1.3
200502,24,-1.3
200502,14,-1.2
200502,22,-1
200502,7,-0.7
200502,9,-0.7
200502,4,-0.6
200502,6,-0.6
200502,25,-0.6
200502,15,-0.5
200502,23,-0.2
200502,28,-0.2
200502,10,0.3
200502,20,0.5
200502,18,1
200502,19,1.1
200502,17,1.4
200503,2,-2.2
200503,4,-1.9
200503,6,-1.9
200503,1,-1.6
200503,13,-1.6
200503,3,-1.3
200503,5,-0.7
200503,14,0.2
200503,25,0.4
200503,26,0.8
200503,19,1.4
200503,10,1.7
200503,12,1.7
200503,9,1.8
200503,20,3.2
200503,15,3.6
200503,17,3.7
200503,30,3.9
200503,28,4
200503,29,4.1
200503,22,4.2
200503,27,4.3
200503,31,4.4
200503,7,4.5
200503,11,4.8
200503,23,4.9
200503,18,5.1
200503,21,5.1
200503,16,5.6
200503,8,5.8
200503,24,6
200504,1,3.7
200504,4,4.6
200504,2,6.6
200504,3,6.7
200504,13,6.9
200504,12,7.1
200504,20,7.5
200504,18,7.8
200504,22,7.8
200504,23,7.8
200504,9,7.9
200504,17,8.8
200504,5,9.3
200504,24,9.3
200504,14,9.7
200504,8,9.8
200504,11,9.8
200504,19,10.5
200504,16,10.6
200504,21,11.1
200504,10,11.2
200504,15,11.5
200504,7,11.8
200504,25,12.4
200504,26,12.8
200504,30,14.7
200504,27,15.9
200504,6,16.9
200504,29,17.9
200504,28,20.9
200505,13,8.8
200505,12,10.1
200505,14,10.1
200505,15,10.2
200505,6,10.3
200505,10,10.4
200505,16,10.8
200505,7,11.2
200505,11,11.4
200505,8,12.9
200505,5,13
200505,24,13.3
200505,3,13.5
200505,17,13.9
200505,9,14.7
200505,18,14.7
200505,25,14.8
200505,27,14.8
200505,2,15.1
200505,23,15.3
200505,26,15.4
200505,4,15.6
200505,31,15.9
200505,28,16.7
200505,19,16.8
200505,20,16.9
200505,29,17.1
200505,30,17.2
200505,22,18.2
200505,21,18.5
200505,1,18.9
200506,5,17.5
200506,2,18.9
200506,7,18.9
200506,4,19.2
200506,16,19.3
200506,17,19.5
200506,6,19.6
200506,15,19.8
200506,3,20.1
200506,1,20.2
200506,8,20.2
200506,14,20.4
200506,13,20.9
200506,11,21.2
200506,9,21.6
200506,12,21.7
200506,18,21.8
200506,10,21.9
200506,20,22.3
200506,27,22.4
200506,28,22.8
200506,19,23.7
200506,29,23.9
200506,23,24.3
200506,30,24.5
200506,22,24.8
200506,24,25
200506,21,25.1
200506,26,25.8
200506,25,26
200507,12,17.4
200507,4,19
200507,21,20.5
200507,7,20.6
200507,9,20.6
200507,22,21
200507,5,21.1
200507,20,21.4
200507,3,21.5
200507,8,21.7
200507,14,21.7
200507,13,22
200507,10,22.1
200507,1,22.6
200507,11,22.6
200507,23,22.7
200507,26,22.8
200507,6,22.9
200507,24,22.9
200507,25,23.4
200507,2,23.8
200507,28,24.4
200507,19,24.7
200507,27,24.8
200507,15,25
200507,16,25.5
200507,17,26.4
200507,29,26.6
200507,30,27.2
200507,18,27.4
200507,31,27.6
200602,4,-5.6
200602,3,-4.7
200602,5,-3.9
200602,12,-3.3
200602,9,-2.9
200602,6,-1.6
200602,17,-1.4
200602,2,-0.9
200602,1,-0.4
200602,18,-0.4
200602,28,0.1
200602,7,0.4
200602,24,0.4
200602,11,0.5
200602,16,0.8
200602,27,0.8
200602,19,1
200602,8,1.1
200602,20,1.7
200602,25,1.8
200602,10,2.2
200602,23,2.6
200602,13,3.1
200602,26,3.3
200602,21,4.1
200602,15,4.8
200602,22,5
200602,14,8.6
200603,13,-2.5
200603,14,-0.9
200603,3,-0.2
200603,31,0.4
200603,30,0.5
200603,1,0.6
200603,4,1.2
200603,29,1.6
200603,12,2.1
200603,7,2.4
200603,20,2.4
200603,9,2.5
200603,2,2.6
200603,19,3.1
200603,15,3.4
200603,8,4.3
200603,10,4.5
200603,23,4.5
200603,16,4.6
200603,5,4.7
200603,21,4.7
200603,24,4.9
200603,17,5
200603,6,5.2
200603,18,5.6
200603,25,5.6
200603,27,5.6
200603,22,5.7
200603,26,7
200603,28,8.1
200603,11,8.7
200604,6,3.5
200604,1,4.7
200604,2,4.7
200604,5,4.7
200604,7,4.7
200604,8,5
200604,9,5.4
200604,21,5.6
200604,10,5.8
200604,3,6.2
200604,20,6.8
200604,17,7
200604,15,7.3
200604,14,7.5
200604,16,7.5
200604,4,7.6
200604,25,7.8
200604,22,8.1
200604,27,9.8
200604,11,10.1
200604,23,10.5
200604,19,10.6
200604,13,11.1
200604,24,11.1
200604,26,11.2
200604,18,11.5
200604,28,12.1
200604,12,14
200604,29,14.6
200604,30,15.1
200605,2,10.4
200605,3,10.6
200605,13,11
200605,14,12.6
200605,1,13.1
200605,4,13.3
200605,12,14.4
200605,24,14.7
200605,25,14.9
200605,8,15.2
200605,7,15.4
200605,16,16.2
200605,21,16.2
200605,17,16.3
200605,11,16.4
200605,15,16.8
200605,9,17
200605,19,17
200605,31,17.1
200605,26,17.4
200605,5,17.5
200605,10,17.9
200605,29,18.2
200605,28,18.3
200605,30,18.4
200605,20,18.7
200605,18,18.9
200605,22,19
200605,23,19.6
200605,27,19.6
200605,6,20.4
200606,11,16.7
200606,4,16.8
200606,9,16.8
200606,3,17.1
200606,7,17.8
200606,1,18
200606,8,18.1
200606,20,18.3
200606,2,18.6
200606,6,18.6
200606,5,18.7
200606,10,19
200606,12,19.9
200606,13,20.2
200606,25,20.7
200606,14,20.8
200606,15,21
200606,16,21.2
200606,24,21.2
200606,23,21.4
200606,19,22.1
200606,21,22.2
200606,18,22.4
200606,30,22.5
200606,26,23
200606,29,23
200606,17,23.7
200606,22,24.6
200606,27,24.7
200606,28,25.2
200607,5,18.8
200607,21,19
200607,4,19.8
200607,17,19.9
200607,28,20
200607,19,20.2
200607,18,20.7
200607,6,21
200607,22,21.3
200607,24,21.4
200607,2,21.6
200607,20,21.7
200607,31,21.7
200607,7,22
200607,16,22.1
200607,30,22.1
200607,25,22.3
200607,9,22.4
200607,10,22.6
200607,3,23
200607,29,23
200607,8,23.2
200607,15,23.5
200607,26,23.6
200607,27,23.7
200607,23,23.8
200607,1,24
200607,13,24.6
200607,11,24.9
200607,12,25.7
200607,14,27.4
200702,25,-1
200702,2,-0.9
200702,4,-0.3
200702,24,-0.3
200702,5,0
200702,12,0.3
200702,13,0.3
200702,11,0.6
200702,26,0.8
200702,16,1
200702,15,1.1
200702,17,1.5
200702,14,1.6
200702,1,1.9
200702,20,2
200702,18,2.3
200702,3,2.6
200702,19,2.6
200702,27,2.7
200702,28,2.7
200702,7,2.8
200702,9,2.8
200702,10,2.8
200702,21,3
200702,8,3.4
200702,22,4.7
200702,6,4.8
200702,23,5.7
200703,12,-1.5
200703,7,-0.5
200703,19,-0.3
200703,18,0
200703,17,0.1
200703,13,0.4
200703,8,0.7
200703,14,0.8
200703,16,1.3
200703,15,1.5
200703,9,1.9
200703,20,1.9
200703,11,2.1
200703,1,2.7
200703,2,2.9
200703,21,3.3
200703,22,3.4
200703,10,3.5
200703,30,4.6
200703,23,4.9
200703,31,5.3
200703,6,5.4
200703,3,5.5
200703,24,6.5
200703,29,6.6
200703,28,7.8
200703,26,7.9
200703,4,8.2
200703,5,8.3
200703,27,8.6
200703,25,8.7
200704,4,4.2
200704,5,4.3
200704,3,5.7
200704,17,5.9
200704,16,6.5
200704,18,6.9
200704,6,7
200704,11,7
200704,12,7.4
200704,9,7.9
200704,10,7.9
200704,27,8.1
200704,19,8.4
200704,28,8.4
200704,13,8.6
200704,15,8.8
200704,2,8.9
200704,7,9
200704,8,9.4
200704,25,10
200704,26,10.2
200704,14,10.6
200704,24,11
200704,23,11.2
200704,20,12.3
200704,1,12.4
200704,22,12.6
200704,29,12.9
200704,21,15.5
200704,30,17.1
200705,12,12.4
200705,20,12.5
200705,11,12.6
200705,15,13
200705,2,13.8
200705,1,14.3
200705,6,14.3
200705,13,14.6
200705,21,14.6
200705,25,14.7
200705,28,14.9
200705,17,15.1
200705,16,15.2
200705,19,15.2
200705,7,15.3
200705,27,15.9
200705,31,15.9
200705,10,16
200705,29,16.2
200705,3,16.5
200705,30,17.7
200705,8,17.8
200705,22,17.8
200705,14,18.1
200705,18,18.1
200705,23,18.5
200705,24,18.5
200705,5,18.8
200705,26,18.9
200705,4,19.6
200705,9,20
200706,1,16.7
200706,3,18.1
200706,9,18.3
200706,2,18.4
200706,10,18.5
200706,4,18.8
200706,15,19.2
200706,22,19.3
200706,6,19.4
200706,5,19.8
200706,7,20.1
200706,8,20.1
200706,16,20.1
200706,26,20.1
200706,17,20.6
200706,11,21.1
200706,23,21.1
200706,14,21.4
200706,21,21.6
200706,25,21.6
200706,29,21.7
200706,24,22
200706,18,22.1
200706,19,22.3
200706,30,22.3
200706,12,22.8
200706,20,23.2
200706,27,23.8
200706,13,24
200706,28,25
200707,17,18.8
200707,5,19.2
200707,2,19.3
200707,14,19.8
200707,18,19.9
200707,4,20.2
200707,15,20.3
200707,6,20.4
200707,16,20.5
200707,1,20.6
200707,20,20.8
200707,30,20.8
200707,11,21
200707,31,21.1
200707,19,21.3
200707,3,21.6
200707,10,21.7
200707,23,21.8
200707,7,22
200707,21,22
200707,8,22.4
200707,9,22.4
200707,12,22.8
200707,13,22.8
200707,29,22.8
200707,24,23
200707,22,23.5
200707,25,24.7
200707,26,24.9
200707,27,24.9
200707,28,24.9
200802,13,-3.4
200802,16,-2.8
200802,17,-2.7
200802,7,-2
200802,18,-2
200802,25,-2
200802,3,-1.9
200802,8,-1.9
200802,9,-1.9
200802,14,-1.7
200802,15,-1.5
200802,24,-1.5
200802,1,-1.4
200802,5,-1.3
200802,22,-1.2
200802,4,-0.9
200802,6,-0.9
200802,21,-0.9
200802,27,-0.9
200802,26,-0.8
200802,23,-0.5
200802,28,-0.1
200802,2,0.4
200802,19,0.4
200802,10,0.8
200802,20,1.5
200802,11,1.6
200802,12,1.6
200802,29,5.4
200803,7,0.4
200803,5,0.6
200803,6,0.9
200803,1,1.4
200803,4,1.6
200803,3,1.8
200803,2,2.3
200803,8,2.9
200803,31,3.4
200803,12,3.5
200803,28,3.5
200803,9,3.9
200803,10,4.1
200803,13,4.6
200803,29,5.1
200803,30,5.5
200803,14,5.9
200803,18,6
200803,20,6.6
200803,19,6.7
200803,26,6.8
200803,16,7
200803,27,7.1
200803,17,7.3
200803,11,7.4
200803,22,7.4
200803,15,7.5
200803,24,7.5
200803,21,7.6
200803,25,9.2
200803,23,9.4
200804,1,6.3
200804,3,7.2
200804,13,7.5
200804,26,8.6
200804,6,8.8
200804,12,8.9
200804,14,9
200804,4,9.1
200804,5,9.2
200804,2,9.3
200804,11,9.4
200804,10,9.6
200804,7,9.9
200804,25,9.9
200804,15,10
200804,8,10.1
200804,28,10.1
200804,9,10.5
200804,19,10.8
200804,27,11.4
200804,18,11.7
200804,24,12
200804,29,12.8
200804,17,14.1
200804,16,14.2
200804,21,14.5
200804,20,14.7
200804,22,15.4
200804,23,15.6
200804,30,17.5
200805,12,10.4
200805,10,11
200805,13,11
200805,11,11.4
200805,31,11.9
200805,30,12.4
200805,14,12.5
200805,29,12.5
200805,8,13.1
200805,9,13.4
200805,15,14.1
200805,16,14.9
200805,28,14.9
200805,18,15.5
200805,6,15.8
200805,17,15.8
200805,20,16.1
200805,21,16.7
200805,27,16.8
200805,5,17.5
200805,25,17.9
200805,22,18.5
200805,19,18.6
200805,26,18.6
200805,7,18.8
200805,2,19.4
200805,1,19.6
200805,4,19.6
200805,24,19.6
200805,23,20.1
200805,3,20.2
