年月,日,3-1氣温(℃)-平均
200302,5,4.7
200302,1,4.8
200302,6,5.1
200302,18,5.2
200302,20,5.5
200302,25,5.5
200302,19,5.7
200302,22,5.8
200302,7,5.9
200302,13,6.1
200302,28,6.1
200302,12,6.2
200302,23,6.2
200302,15,6.6
200302,8,7
200302,14,7.1
200302,21,7.2
200302,17,7.3
200302,27,7.7
200302,9,8.5
200302,11,8.6
200302,26,9.1
200302,10,9.4
200303,1,4.5
200303,6,4.5
200303,5,4.7
200303,11,4.7
200303,4,5
200303,7,5
200303,12,5.6
200303,17,5.7
200303,10,5.8
200303,13,5.9
200303,18,6.5
200303,19,6.9
200303,22,6.9
200303,9,7
200303,14,7
200303,21,7.2
200303,15,7.4
200303,20,8
200303,16,8.2
200303,3,9.7
200303,8,10
200303,23,10.1
200303,29,10.2
200303,30,10.5
200303,25,10.6
200303,2,11.1
200303,26,13.2
200303,24,13.6
200303,31,14
200303,28,14.2
200303,27,14.6
200304,5,6.5
200304,2,9.3
200304,4,9.7
200304,3,10.2
200304,10,10.3
200304,6,11.1
200304,15,11.3
200304,11,12.5
200304,21,12.5
200304,1,13.1
200304,22,13.1
200304,20,13.6
200304,7,13.8
200304,14,14.5
200304,23,14.7
200304,9,14.8
200304,16,14.9
200304,25,15.5
200304,12,15.9
200304,27,16.2
200304,8,16.6
200304,28,17.3
200304,13,17.5
200304,17,17.8
200304,24,18.4
200304,29,18.9
200304,30,18.9
200304,18,19.4
200304,19,20.5
200304,26,21.6
200305,9,13.8
200305,1,15.2
200305,17,15.2
200305,10,15.8
200305,15,16.1
200305,19,16.1
200305,16,16.3
200305,26,16.7
200305,18,16.8
200305,2,17
200305,12,17.4
200305,20,17.5
200305,11,17.8
200305,23,17.8
200305,25,17.9
200305,27,18.3
200305,24,18.7
200305,21,19.1
200305,22,19.2
200305,5,19.4
200305,13,19.4
200305,14,19.4
200305,6,19.6
200305,3,19.7
200305,4,20
200305,8,20.5
200305,31,20.5
200305,28,21.1
200305,29,21.3
200305,7,21.5
200305,30,21.6
200306,4,19.1
200306,9,19.9
200306,10,20
200306,11,20.2
200306,26,20.7
200306,12,20.8
200306,23,20.8
200306,3,21.3
200306,2,21.4
200306,8,21.4
200306,24,21.5
200306,5,21.7
200306,6,21.7
200306,15,21.9
200306,7,22.1
200306,1,22.5
200306,16,22.6
200306,27,22.8
200306,17,22.9
200306,25,22.9
200306,28,22.9
200306,18,23
200306,13,23.5
200306,29,23.6
200306,30,24.4
200306,14,24.6
200306,19,24.7
200306,22,25.8
200306,20,26.2
200306,21,26.7
200307,14,19.1
200307,23,19.3
200307,8,19.8
200307,6,20.5
200307,15,20.5
200307,13,20.8
200307,9,20.9
200307,22,20.9
200307,24,21.2
200307,1,21.5
200307,7,21.7
200307,28,21.8
200307,2,21.9
200307,27,22.1
200307,26,22.2
200307,3,22.3
200307,18,22.4
200307,25,22.6
200307,10,22.7
200307,17,22.7
200307,16,22.8
200307,21,23.2
200307,29,23.3
200307,19,23.6
200307,5,24
200307,4,24.2
200307,20,24.2
200307,30,24.4
200307,31,25.3
200307,12,25.7
200307,11,27.3
200402,10,4.5
200402,6,4.9
200402,2,5
200402,7,5.2
200402,5,5.6
200402,8,5.7
200402,11,5.7
200402,9,6.4
200402,1,6.6
200402,4,6.6
200402,27,6.6
200402,12,7.4
200402,13,7.5
200402,16,7.9
200402,28,8
200402,3,8.2
200402,17,8.3
200402,18,8.4
200402,24,8.4
200402,19,8.7
200402,20,8.8
200402,15,9.4
200402,14,10.3
200402,21,11.7
200402,25,12
200402,23,12.4
200402,26,12.4
200402,29,12.4
200402,22,16.6
200403,1,4.9
200403,20,4.9
200403,7,5
200403,22,5.1
200403,3,5.3
200403,4,5.5
200403,8,5.9
200403,23,6
200403,2,6.1
200403,5,6.7
200403,19,6.8
200403,24,7.3
200403,21,7.4
200403,9,8.2
200403,6,9
200403,12,9.3
200403,26,9.4
200403,25,9.5
200403,13,10.4
200403,15,10.4
200403,27,10.5
200403,14,10.6
200403,16,12
200403,10,12.1
200403,28,12.2
200403,18,12.4
200403,29,15.2
200403,31,15.4
200403,30,15.6
200403,11,17.2
200403,17,17.4
200404,4,7.2
200404,5,9.7
200404,13,11.7
200404,14,12.1
200404,24,12.5
200404,8,12.6
200404,1,13.2
200404,25,13.3
200404,6,13.7
200404,9,14.5
200404,3,14.9
200404,15,15.5
200404,2,15.7
200404,28,16.1
200404,10,16.6
200404,29,16.6
200404,18,16.9
200404,26,16.9
200404,7,17.2
200404,11,17.3
200404,16,17.4
200404,30,18.3
200404,21,18.5
200404,27,18.5
200404,12,18.7
200404,19,18.9
200404,23,19
200404,17,20.7
200404,20,20.9
200404,22,21
200405,2,12.9
200405,5,13.2
200405,6,13.7
200405,22,13.9
200405,23,14.1
200405,3,15
200405,20,15.5
200405,24,17.4
200405,9,17.8
200405,7,18.1
200405,1,18.2
200405,10,18.2
200405,19,18.3
200405,21,18.4
200405,25,19.1
200405,16,19.3
200405,15,19.4
200405,8,19.7
200405,12,20
200405,4,20.4
200405,18,21.1
200405,26,21.2
200405,27,21.3
200405,13,21.6
200405,28,21.8
200405,14,21.9
200405,17,23
200405,11,23.1
200405,29,23.8
200405,31,24.5
200405,30,25.1
200406,1,17.3
200406,9,18.3
200406,2,19.8
200406,3,19.9
200406,11,20.2
200406,13,20.2
200406,6,20.8
200406,4,20.9
200406,16,20.9
200406,14,21.6
200406,17,21.6
200406,5,21.9
200406,10,22
200406,7,22.6
200406,27,23
200406,15,23.2
200406,12,23.7
200406,8,23.9
200406,18,24.3
200406,25,24.5
200406,30,24.5
200406,19,24.8
200406,21,25.2
200406,28,25.5
200406,20,25.9
200406,22,26.2
200406,24,26.4
200406,23,26.5
200406,29,26.7
200406,26,26.8
200407,3,22.8
200407,2,22.9
200407,4,24.5
200407,1,25
200407,14,25.3
200407,12,25.5
200407,11,25.9
200407,26,26.4
200407,5,26.6
200407,29,26.9
200407,10,27.4
200407,31,27.4
200407,6,27.7
200407,30,27.8
200407,15,28.1
200407,23,28.1
200407,28,28.1
200407,16,28.3
200407,27,28.3
200407,13,28.4
200407,22,28.4
200407,25,28.7
200407,18,28.8
200407,17,28.9
200407,24,28.9
200407,19,29.1
200407,7,29.2
200407,9,29.2
200407,8,29.4
200407,20,30.9
200407,21,30.9
200502,19,3
200502,25,3.7
200502,26,3.9
200502,2,4.1
200502,27,4.1
200502,8,4.4
200502,1,4.5
200502,16,4.6
200502,3,5
200502,13,5
200502,12,5.2
200502,11,5.3
200502,28,5.8
200502,7,5.9
200502,21,5.9
200502,4,6.1
200502,5,6.1
200502,6,6.2
200502,14,6.2
200502,18,6.2
200502,22,6.3
200502,24,7.2
200502,17,7.3
200502,15,7.5
200502,20,7.6
200502,9,8
200502,10,9.4
200502,23,12.3
200503,4,2.1
200503,6,3.8
200503,13,4.4
200503,5,4.7
200503,1,5.3
200503,3,5.4
200503,14,5.9
200503,2,6
200503,7,7.2
200503,15,7.2
200503,20,8.3
200503,25,8.5
200503,26,8.6
200503,19,9
200503,11,9.8
200503,30,9.9
200503,10,10.2
200503,8,10.7
200503,31,10.7
200503,12,10.8
200503,23,10.8
200503,24,10.8
200503,29,11
200503,21,11.2
200503,28,11.2
200503,16,11.7
200503,17,11.8
200503,9,12.1
200503,27,12.3
200503,18,13
200503,22,13.2
200504,12,7.4
200504,4,8.1
200504,13,8.6
200504,2,10.8
200504,1,11.1
200504,5,12.1
200504,20,12.7
200504,11,13
200504,14,13
200504,18,13.3
200504,24,13.8
200504,22,13.9
200504,25,14.4
200504,9,14.8
200504,16,14.8
200504,19,14.8
200504,23,14.9
200504,3,15.2
200504,26,15.4
200504,21,15.7
200504,15,15.8
200504,27,16.2
200504,17,16.5
200504,6,17.1
200504,10,17.9
200504,30,18.5
200504,7,18.8
200504,8,19
200504,28,20
200504,29,22.5
200505,13,12.5
200505,14,13
200505,6,13.8
200505,12,13.8
200505,11,14.2
200505,7,14.3
200505,15,15
200505,17,15.9
200505,16,16
200505,8,16.2
200505,30,16.4
200505,25,16.6
200505,3,16.9
200505,10,17.8
200505,26,18
200505,9,18.1
200505,29,18.1
200505,31,18.3
200505,4,18.4
200505,24,18.4
200505,18,18.6
200505,20,18.7
200505,5,18.9
200505,1,19.4
200505,21,19.4
200505,22,19.4
200505,23,19.7
200505,27,19.8
200505,2,20
200505,28,20.3
200505,19,21.9
200506,3,18.5
200506,4,18.5
200506,16,18.5
200506,15,18.9
200506,2,19.5
200506,17,20.2
200506,7,20.3
200506,8,20.5
200506,10,20.5
200506,5,20.7
200506,1,21
200506,14,21.2
200506,11,21.6
200506,6,21.7
200506,22,21.9
200506,9,22
200506,19,22.3
200506,18,22.4
200506,23,22.8
200506,13,23.2
200506,20,23.5
200506,29,23.5
200506,21,23.9
200506,12,24
200506,30,24.2
200506,24,24.4
200506,25,25.7
200506,26,26.3
200506,27,27.6
200506,28,29.6
200507,4,20.1
200507,6,21
200507,3,21.1
200507,13,21.5
200507,9,21.6
200507,23,22.1
200507,14,22.8
200507,7,23.1
200507,8,23.2
200507,12,23.5
200507,5,23.7
200507,24,23.7
200507,1,24.3
200507,22,24.6
200507,26,24.7
200507,2,24.9
200507,20,25.6
200507,21,25.6
200507,10,25.8
200507,25,26.1
200507,15,26.2
200507,16,26.9
200507,17,26.9
200507,28,27.1
200507,19,27.2
200507,30,27.5
200507,11,27.7
200507,29,27.7
200507,31,27.7
200507,18,28
200507,27,29.2
200602,4,1.5
200602,5,1.8
200602,6,2.3
200602,18,3.8
200602,12,4.3
200602,28,4.5
200602,7,4.6
200602,9,4.7
200602,1,5.4
200602,10,5.4
200602,13,5.4
200602,20,5.7
200602,3,5.9
200602,24,6.2
200602,17,6.4
200602,19,6.4
200602,16,7.2
200602,26,7.2
200602,2,7.3
200602,11,7.3
200602,25,7.5
200602,21,7.7
200602,8,7.9
200602,27,8.7
200602,22,10.3
200602,23,10.8
200602,14,11.1
200602,15,14.4
200603,1,5.4
200603,13,5.4
200603,14,5.5
200603,3,5.9
200603,4,6.3
200603,10,7.1
200603,15,7.6
200603,30,7.7
200603,31,7.7
200603,2,7.9
200603,5,8.3
200603,20,8.3
200603,9,8.8
200603,29,9.6
200603,22,9.7
200603,23,9.8
200603,19,9.9
200603,7,10
200603,25,10.6
200603,24,10.7
200603,21,11.2
200603,11,11.5
200603,8,11.6
200603,16,11.7
200603,18,11.7
200603,6,11.8
200603,27,12.2
200603,28,12.4
200603,26,13.1
200603,17,13.3
200603,12,14.4
200604,16,8.8
200604,7,9.8
200604,1,10.1
200604,15,10.3
200604,10,10.5
200604,5,11
200604,6,11.1
200604,11,11.1
200604,25,11.9
200604,27,12.7
200604,8,12.8
200604,14,12.9
200604,9,13
200604,22,13
200604,2,13.1
200604,17,13.1
200604,21,13.1
200604,26,13.2
200604,23,13.8
200604,3,14
200604,4,14.4
200604,12,14.5
200604,29,15.2
200604,28,15.3
200604,20,16
200604,18,16.1
200604,24,16.1
200604,13,16.6
200604,19,17.1
200604,30,17.5
200605,13,12.5
200605,3,13.3
200605,14,14.8
200605,9,14.9
200605,2,15
200605,18,16.3
200605,4,16.5
200605,8,16.5
200605,12,16.6
200605,27,17
200605,25,17.5
200605,17,18
200605,16,18.1
200605,7,18.2
200605,10,18.3
200605,15,18.5
200605,26,18.7
200605,19,18.9
200605,5,19.1
200605,6,19.4
200605,22,19.7
200605,24,19.7
200605,23,19.9
200605,28,19.9
200605,11,20.1
200605,21,20.8
200605,30,21.5
200605,29,21.7
200605,31,21.8
200605,1,22.1
200605,20,22.4
200606,4,18.2
200606,3,18.5
200606,9,18.6
200606,11,18.7
200606,5,18.8
200606,8,19.5
200606,7,19.9
200606,12,20.1
200606,6,20.3
200606,2,20.9
200606,13,20.9
200606,18,21.6
200606,15,21.7
200606,10,21.8
200606,26,21.9
200606,14,22
200606,16,22.2
200606,23,22.4
200606,25,22.6
200606,1,22.7
200606,22,22.9
200606,21,23.1
200606,19,23.2
200606,17,23.6
200606,20,23.6
200606,24,24.2
200606,27,24.3
200606,28,25.5
200606,30,25.8
200606,29,26.5
200607,19,20.7
200607,21,20.7
200607,18,21
200607,20,22
200607,5,22.5
200607,22,22.6
200607,31,23.2
200607,23,23.6
200607,24,23.7
200607,25,24
200607,6,24.2
200607,9,24.3
200607,30,24.4
200607,17,24.5
200607,7,24.6
200607,4,25.1
200607,1,25.3
200607,8,25.4
200607,10,25.5
200607,28,25.5
200607,2,25.7
200607,3,25.8
200607,27,26
200607,11,26.2
200607,26,26.2
200607,12,26.9
200607,29,26.9
200607,16,27.6
200607,13,27.8
200607,14,28.8
200607,15,29.3
200702,25,4
200702,2,5.6
200702,26,6
200702,17,6.6
200702,18,6.7
200702,24,6.7
200702,20,6.8
200702,3,7.1
200702,4,7.5
200702,16,7.5
200702,12,7.9
200702,1,8.2
200702,5,8.7
200702,13,8.7
200702,11,8.8
200702,8,8.9
200702,19,9.1
200702,21,9.3
200702,27,9.3
200702,9,9.4
200702,15,9.6
200702,7,9.8
200702,28,10.1
200702,10,10.3
200702,22,10.3
200702,23,10.4
200702,6,10.9
200702,14,11
200703,17,6.1
200703,18,6.4
200703,9,7.3
200703,7,7.5
200703,8,7.5
200703,13,7.5
200703,14,7.5
200703,16,7.7
200703,12,7.8
200703,19,7.8
200703,15,7.9
200703,20,8.3
200703,1,8.8
200703,21,8.9
200703,11,9
200703,2,9.2
200703,10,9.7
200703,3,11.4
200703,22,11.6
200703,23,11.8
200703,24,12.7
200703,31,13
200703,6,13.1
200703,27,13.5
200703,30,13.6
200703,4,13.7
200703,28,14.5
200703,26,14.6
200703,25,16.2
200703,5,16.8
200703,29,17.7
200704,4,7.5
200704,18,8.7
200704,3,8.9
200704,17,8.9
200704,5,9.7
200704,19,9.8
200704,16,10.5
200704,6,10.9
200704,9,11.9
200704,11,12.3
200704,25,12.8
200704,7,12.9
200704,12,12.9
200704,24,13.1
200704,2,13.4
200704,8,13.5
200704,10,13.5
200704,27,13.7
200704,20,13.9
200704,23,15.3
200704,15,15.4
200704,28,15.5
200704,29,15.6
200704,13,16
200704,26,16
200704,1,17.7
200704,21,18.1
200704,30,18.4
200704,14,18.7
200704,22,18.9
200705,1,16.2
200705,28,16.4
200705,6,17.3
200705,17,17.3
200705,15,17.5
200705,29,17.5
200705,30,17.5
200705,21,17.7
200705,12,18.2
200705,14,18.2
200705,16,18.2
200705,31,18.2
200705,3,18.4
200705,25,18.4
200705,7,18.6
200705,20,18.6
200705,11,18.7
200705,2,18.9
200705,10,19.3
200705,19,19.5
200705,8,19.8
200705,22,20.1
200705,13,20.2
200705,18,20.3
200705,4,20.6
200705,23,21.1
200705,5,21.2
200705,24,21.4
200705,9,22.1
200705,26,22.6
200705,27,22.7
200706,1,17.8
200706,10,19.3
200706,2,20.2
200706,25,20.3
200706,11,20.4
200706,3,20.6
200706,5,21
200706,14,21
200706,4,21.1
200706,9,21.2
200706,6,21.6
200706,17,21.6
200706,8,21.7
200706,24,21.7
200706,7,22.1
200706,26,22.1
200706,12,22.6
200706,18,22.7
200706,13,22.8
200706,15,23
200706,22,23.2
200706,23,23.9
200706,16,24.2
200706,30,24.4
200706,20,24.5
200706,19,24.7
200706,21,25.3
200706,27,25.4
200706,28,25.5
200706,29,25.6
200707,17,19.3
200707,18,20.2
200707,4,21.6
200707,19,21.7
200707,14,21.9
200707,30,22.2
200707,1,22.5
200707,10,22.5
200707,8,22.8
200707,9,23.1
200707,31,23.1
200707,2,23.4
200707,7,23.4
200707,20,23.4
200707,3,23.7
200707,13,23.7
200707,15,23.7
200707,5,23.9
200707,21,24
200707,22,24
200707,12,24.1
200707,16,24.1
200707,23,24.2
200707,11,24.5
200707,6,25
200707,25,25.2
200707,24,25.7
200707,26,27.4
200707,29,27.5
200707,28,27.7
200707,27,28
200802,3,1.2
200802,9,2
200802,6,2.8
200802,13,3.3
200802,17,3.6
200802,24,3.9
200802,4,4.2
200802,7,4.6
200802,14,4.6
200802,8,4.7
200802,16,4.7
200802,1,4.8
200802,18,4.8
200802,25,4.8
200802,19,5.1
200802,2,5.2
200802,5,5.2
200802,15,5.4
200802,12,6
200802,28,6.2
200802,10,6.3
200802,11,6.6
200802,27,6.6
200802,20,6.7
200802,23,7.8
200802,29,7.9
200802,21,8
200802,22,8.8
200802,26,10.4
200803,5,6
200803,6,7.4
200803,7,7.5
200803,31,7.5
200803,4,7.8
200803,2,8.2
200803,8,8.2
200803,30,8.7
200803,20,8.8
200803,3,8.9
200803,1,9
200803,10,9
200803,24,9.4
200803,12,9.9
200803,13,10
200803,9,10.3
200803,21,10.7
200803,22,11.4
200803,29,11.6
200803,19,11.7
200803,27,11.7
200803,23,12.1
200803,25,12.1
200803,11,12.2
200803,18,12.4
200803,28,12.4
200803,14,12.7
200803,17,13
200803,26,14
200803,16,14.2
200803,15,14.5
200804,10,9.8
200804,13,10.2
200804,1,11.5
200804,8,11.5
200804,14,12
200804,2,12.5
200804,9,13
200804,7,13.1
200804,18,13.2
200804,3,13.3
200804,11,13.4
200804,26,13.5
200804,4,13.7
200804,5,14.1
200804,6,14.2
200804,25,14.5
200804,27,14.5
200804,12,14.6
200804,15,15
200804,19,15
200804,20,15
200804,21,15
200804,22,15.2
200804,28,15.7
200804,17,16.4
200804,23,16.8
200804,16,16.9
200804,29,17.3
200804,24,17.5
200804,30,19.5
200805,11,11.4
200805,13,11.4
200805,12,12.4
200805,14,12.7
200805,31,13.3
200805,10,13.5
200805,30,15
200805,29,16.3
200805,15,16.9
200805,16,18.1
200805,3,18.4
200805,4,18.4
200805,2,18.5
200805,5,18.5
200805,17,18.6
200805,9,18.7
200805,18,18.7
200805,19,18.8
200805,8,19.3
200805,6,19.4
200805,21,19.6
200805,25,20.1
200805,1,20.3
200805,20,20.4
200805,7,20.5
200805,24,20.6
200805,22,20.9
200805,28,21.1
200805,27,22.1
200805,26,22.5
200805,23,23
200806,3,15.5
200806,26,17
200806,4,17.7
200806,2,17.8
200806,1,17.9
200806,5,18.1
200806,12,18.2
200806,9,20.6
200806,23,20.6
200806,29,20.6
200806,15,20.8
200806,27,20.8
200806,30,20.8
200806,22,21
