年月,日,3-1氣温(℃)-平均
200102,5,7.1
200102,21,7.4
200102,24,8.7
200102,19,9
200102,22,10.9
200102,23,11.2
200103,9,2.7
200103,8,2.9
200103,11,3.4
200103,10,3.6
200103,5,3.9
200103,12,4.5
200103,13,4.5
200103,31,5.7
200103,2,6.4
200103,3,6.5
200103,17,6.8
200103,4,7
200103,7,7.4
200103,30,7.6
200103,6,8
200103,14,8.1
200103,1,8.3
200103,16,8.3
200103,15,9.9
200103,27,10.1
200103,28,10.5
200103,29,10.6
200103,18,11
200103,19,11.6
200103,26,12.2
200103,20,13
200103,23,13.5
200103,22,13.7
200103,24,13.7
200103,21,13.8
200103,25,13.8
200104,1,7.1
200104,4,10
200104,2,10.7
200104,5,11.2
200104,3,11.4
200104,21,12
200104,13,13
200104,25,13
200104,14,13.8
200104,23,13.8
200104,12,14
200104,26,14.1
200104,22,14.4
200104,24,14.6
200104,15,14.8
200104,6,15
200104,27,15
200104,20,16
200104,7,16.2
200104,29,16.3
200104,8,16.5
200104,28,16.5
200104,16,16.7
200104,18,17.5
200104,17,17.7
200104,9,18
200104,30,18
200104,10,18.1
200104,11,19
200104,19,19.8
200105,2,14.3
200105,3,15.2
200105,4,17
200105,1,17.1
200105,5,17.4
200105,6,18.1
200105,11,18.3
200105,12,18.3
200105,23,18.8
200105,7,19
200105,8,19
200105,31,19.4
200105,10,19.7
200105,30,19.7
200105,29,20.1
200105,24,20.2
200105,22,20.3
200105,13,20.4
200105,14,20.5
200105,17,20.5
200105,18,20.6
200105,15,21.5
200105,27,21.5
200105,28,21.5
200105,9,21.9
200105,21,22
200105,16,22.1
200105,25,22.5
200105,19,22.6
200105,20,23.6
200105,26,23.7
200106,6,18.7
200106,14,19.3
200106,15,20.2
200106,21,20.4
200106,22,21.1
200106,1,21.2
200106,5,21.3
200106,2,21.7
200106,23,21.7
200106,16,21.8
200106,12,22.2
200106,7,22.4
200106,13,22.5
200106,3,22.7
200106,9,22.8
200106,10,22.8
200106,11,22.9
200106,20,22.9
200106,8,23
200106,17,23.4
200106,24,23.9
200106,19,24.5
200106,18,24.6
200106,4,25.2
200106,30,25.5
200106,28,27.3
200106,25,28.2
200106,29,28.2
200106,27,28.4
200106,26,29.2
200107,28,26.1
200107,8,26.3
200107,6,26.4
200107,7,26.5
200107,16,26.5
200107,9,26.6
200107,29,26.7
200107,2,27
200107,10,27
200107,1,27.2
200107,17,27.4
200107,18,27.4
200107,3,27.7
200107,19,27.7
200107,27,27.8
200107,30,28.2
200107,11,28.4
200107,26,28.7
200107,20,28.8
200107,12,28.9
200107,13,29.1
200107,21,29.2
200107,15,29.3
200107,22,29.5
200107,14,29.8
200107,4,30.9
200107,31,31
200107,25,31.1
200107,5,31.3
200107,23,31.5
200107,24,32
200202,11,1.9
200202,12,2.3
200202,19,2.8
200202,1,3
200202,10,3.3
200202,15,3.4
200202,14,3.6
200202,13,3.7
200202,18,4.5
200202,16,4.9
200202,17,5.1
200202,2,5.2
200202,3,6
200202,7,6
200202,9,6.1
200202,8,7.1
200202,20,7.1
200202,4,7.2
200202,25,7.3
200202,5,7.8
200202,6,8.3
200202,24,8.5
200202,26,9.1
200202,21,9.2
200202,23,9.4
200202,28,9.4
200202,27,9.7
200202,22,10.2
200203,8,5.6
200203,7,6.4
200203,3,6.6
200203,24,6.7
200203,5,7
200203,4,7.3
200203,9,7.3
200203,23,8.3
200203,25,8.6
200203,6,9
200203,10,10.3
200203,2,10.4
200203,13,10.7
200203,28,10.7
200203,11,10.8
200203,12,10.9
200203,18,11
200203,19,11.3
200203,1,11.6
200203,22,11.6
200203,14,11.7
200203,16,11.9
200203,27,12.1
200203,21,12.2
200203,20,12.7
200203,17,12.8
200203,15,13.4
200203,26,13.4
200203,29,13.4
200203,31,13.7
200203,30,14.5
200204,13,12
200204,12,12.4
200204,10,12.6
200204,11,12.7
200204,18,13.5
200204,7,14.1
200204,4,14.2
200204,6,14.3
200204,5,14.5
200204,19,14.7
200204,21,14.7
200204,1,15.5
200204,14,15.6
200204,26,15.6
200204,27,15.6
200204,9,15.7
200204,25,15.8
200204,17,16.1
200204,28,16.3
200204,20,16.7
200204,3,16.9
200204,30,17
200204,29,17.3
200204,24,18
200204,22,18.2
200204,2,18.3
200204,23,18.3
200204,15,18.7
200204,16,18.8
200204,8,19.5
200205,17,15.8
200205,19,16.3
200205,7,16.4
200205,10,16.7
200205,16,17.2
200205,18,17.2
200205,4,17.3
200205,20,17.3
200205,1,17.5
200205,9,17.6
200205,2,17.9
200205,11,18.1
200205,6,18.5
200205,3,18.7
200205,31,18.7
200205,8,19
200205,12,19
200205,27,19.3
200205,13,19.5
200205,15,19.6
200205,21,19.6
200205,5,20.3
200205,28,20.5
200205,29,20.7
200205,26,21
200205,24,21.1
200205,25,21.1
200205,23,21.4
200205,30,21.4
200205,14,21.5
200205,22,21.6
200206,25,17.4
200206,26,17.7
200206,24,19.4
200206,27,19.5
200206,20,20.5
200206,29,20.8
200206,30,21.2
200206,23,21.9
200206,28,22.4
200206,1,22.5
200206,11,22.5
200206,18,22.5
200206,3,23.1
200206,17,23.2
200206,16,23.3
200206,14,23.5
200206,13,23.8
200206,4,24
200206,6,24
200206,22,24
200206,2,24.1
200206,7,24.2
200206,9,24.2
200206,19,24.2
200206,8,24.3
200206,21,24.3
200206,15,24.5
200206,10,24.7
200206,5,25.4
200206,12,25.6
200207,1,23.6
200207,17,24.3
200207,13,25.3
200207,2,25.8
200207,6,26
200207,10,26.1
200207,7,26.3
200207,18,26.3
200207,11,26.5
200207,5,26.7
200207,19,26.9
200207,12,27
200207,15,27
200207,3,27.3
200207,16,27.5
200207,14,27.7
200207,8,28
200207,4,28.5
200207,9,28.6
200207,29,28.6
200207,20,28.7
200207,22,29.2
200207,23,29.2
200207,21,29.6
200207,26,29.6
200207,28,29.6
200207,24,29.7
200207,27,29.7
200207,30,29.8
200207,25,30.1
200207,31,31.6
200302,1,2.4
200302,2,2.6
200302,3,2.9
200302,4,3.6
200302,6,3.7
200302,5,4.4
200302,7,4.7
200302,22,4.9
200302,13,5
200302,14,5.1
200302,21,5.5
200302,20,5.7
200302,18,5.8
200302,8,5.9
200302,16,5.9
200302,24,6
200302,12,6.1
200302,28,6.1
200302,19,6.3
200302,27,6.4
200302,15,6.5
200302,25,6.6
200302,26,6.7
200302,17,7
200302,23,8.1
200302,9,9.6
200302,11,9.6
200302,10,10.7
200303,4,2.6
200303,5,3.3
200303,11,3.7
200303,12,4.3
200303,10,4.6
200303,9,4.7
200303,13,5.5
200303,6,5.6
200303,3,6.2
200303,8,6.3
200303,19,6.3
200303,20,7.1
200303,22,7.1
200303,14,7.2
200303,16,7.3
200303,1,7.4
200303,21,7.7
200303,15,7.9
200303,18,7.9
200303,7,9
200303,23,9.3
200303,2,9.6
200303,17,9.9
200303,30,10.2
200303,29,10.3
200303,28,11.5
200303,25,11.9
200303,24,12
200303,31,12.9
200303,26,13.1
200303,27,13.1
200304,5,8.8
200304,11,9.8
200304,6,10.8
200304,10,11
200304,4,11.3
200304,2,11.4
200304,9,11.7
200304,15,13.2
200304,23,13.3
200304,7,13.4
200304,22,13.4
200304,3,13.6
200304,14,14.2
200304,12,14.3
200304,21,14.4
200304,1,14.6
200304,8,15.1
200304,30,15.4
200304,16,15.9
200304,13,16.3
200304,24,16.6
200304,27,16.9
200304,17,17.7
200304,20,18.1
200304,25,18.1
200304,26,18.1
200304,28,18.3
200304,19,18.4
200304,29,18.8
200304,18,19.9
200305,1,14.6
200305,9,14.6
200305,11,16.4
200305,8,16.6
200305,10,16.6
200305,15,16.7
200305,14,17.3
200305,2,17.4
200305,26,17.8
200305,17,18.2
200305,20,18.2
200305,12,18.4
200305,16,18.9
200305,27,19.2
200305,13,19.5
200305,19,19.7
200305,21,19.8
200305,25,19.9
200305,24,20.1
200305,22,20.3
200305,3,20.7
200305,6,20.7
200305,23,20.7
200305,7,20.8
200305,30,20.8
200305,18,21
200305,31,21
200305,28,21.1
200305,29,21.1
200305,5,21.5
200305,4,21.8
200306,4,18.8
200306,11,20.4
200306,1,20.8
200306,2,21
200306,10,21.4
200306,16,21.5
200306,18,21.5
200306,14,21.7
200306,15,21.8
200306,24,21.8
200306,5,21.9
200306,3,22.2
200306,7,22.3
200306,23,22.4
200306,6,22.5
200306,9,22.5
200306,12,22.6
200306,17,22.6
200306,28,22.9
200306,13,23
200306,26,23
200306,8,23.2
200306,27,23.5
200306,19,23.9
200306,25,23.9
200306,29,24
200306,22,24.5
200306,20,25.5
200306,30,25.6
200306,21,26.4
200307,1,21.2
200307,23,21.3
200307,14,21.4
200307,9,22
200307,3,22.2
200307,4,22.8
200307,10,22.8
200307,13,22.8
200307,15,22.9
200307,5,23.1
200307,19,23.2
200307,28,23.2
200307,6,23.3
200307,8,23.5
200307,30,23.5
200307,2,23.6
200307,7,23.7
200307,18,23.8
200307,16,24.1
200307,25,24.1
200307,29,24.1
200307,17,24.2
200307,26,24.2
200307,27,24.4
200307,24,24.6
200307,20,25.1
200307,22,25.3
200307,12,25.7
200307,21,25.7
200307,11,25.8
200307,31,26.4
200402,6,2.7
200402,7,2.7
200402,5,3
200402,8,3.4
200402,4,3.5
200402,27,3.6
200402,9,3.8
200402,15,4.3
200402,10,4.5
200402,16,4.6
200402,17,4.7
200402,1,4.9
200402,2,5.4
200402,11,5.9
200402,3,6.3
200402,28,6.3
200402,24,6.4
200402,12,6.5
200402,29,6.7
200402,13,6.8
200402,18,7.4
200402,14,7.6
200402,23,7.6
200402,26,7.8
200402,19,8.8
200402,25,9.6
200402,20,10.5
200402,21,12.5
200402,22,12.8
200403,7,2.9
200403,8,3.9
200403,3,4.2
200403,4,4.3
200403,5,4.8
200403,2,5.1
200403,6,5.5
200403,22,6.3
200403,1,6.7
200403,9,7.2
200403,20,8.2
200403,19,8.5
200403,21,8.8
200403,13,8.9
200403,12,9
200403,14,9.9
200403,23,9.9
200403,10,10.2
200403,18,10.4
200403,24,10.4
200403,27,10.5
200403,25,10.7
200403,26,10.9
200403,15,11.1
200403,11,11.9
200403,16,12
200403,28,12.2
200403,31,12.9
200403,29,14.2
200403,30,14.5
200403,17,16
200404,4,8
200404,5,10.9
200404,24,11.8
200404,28,12.2
200404,1,12.7
200404,3,12.8
200404,25,12.8
200404,6,13.2
200404,2,13.3
200404,8,13.5
200404,14,13.7
200404,9,14.1
200404,7,15.8
200404,15,15.8
200404,26,16.2
200404,29,16.7
200404,10,16.8
200404,27,16.9
200404,23,17.1
200404,11,17.2
200404,13,17.2
200404,19,17.9
200404,16,18.1
200404,20,18.1
200404,21,18.4
200404,30,18.6
200404,18,19
200404,12,19.3
200404,17,19.5
200404,22,21.2
200405,20,16.3
200405,19,16.5
200405,2,16.6
200405,3,16.7
200405,5,16.8
200405,9,17.4
200405,6,17.6
200405,4,18
200405,10,18.2
200405,16,18.4
200405,7,19.2
200405,23,19.4
200405,18,19.7
200405,8,19.8
200405,11,19.9
200405,14,20.2
200405,15,20.3
200405,22,20.5
200405,24,20.5
200405,25,20.7
200405,13,21
200405,1,21.2
200405,12,21.4
200405,26,21.4
200405,21,21.7
200405,17,22.3
200405,27,22.5
200405,28,22.7
200405,29,23.5
200405,31,23.5
200405,30,26
200406,6,21.1
200406,1,21.4
200406,2,21.4
200406,3,21.5
200406,8,21.6
200406,4,21.7
200406,11,21.8
200406,13,22.5
200406,5,22.7
200406,9,22.7
200406,14,22.8
200406,7,23.4
200406,12,23.5
200406,25,24
200406,17,24.4
200406,18,24.4
200406,16,24.5
200406,20,24.5
200406,10,24.7
200406,21,24.7
200406,15,24.8
200406,19,25.3
200406,26,25.4
200406,24,25.9
200406,28,26.2
200406,23,26.4
200406,22,26.6
200406,29,27
200406,30,27
200406,27,27.3
200407,12,24.9
200407,10,25.5
200407,11,26.2
200407,18,26.6
200407,5,27.1
200407,1,27.2
200407,4,27.2
200407,26,27.2
200407,31,27.4
200407,2,27.9
200407,25,28.1
200407,13,28.2
200407,6,28.6
200407,3,28.7
200407,17,28.8
200407,7,29
200407,27,29
200407,23,29.4
200407,24,29.4
200407,30,29.4
200407,8,29.6
200407,19,29.7
200407,9,29.8
200407,14,30.1
200407,21,30.2
200407,20,30.3
200407,22,30.3
200407,29,30.3
200407,16,30.4
200407,15,30.5
200407,28,30.6
200502,2,-0.1
200502,1,1
200502,3,2.3
200502,21,2.6
200502,13,3.1
200502,27,3.3
200502,22,3.5
200502,4,3.6
200502,11,3.6
200502,26,3.9
200502,6,4.1
200502,7,4.1
200502,12,4.1
200502,28,4.4
200502,5,4.8
200502,14,4.8
200502,8,5.1
200502,18,5.2
200502,20,5.2
200502,24,6.3
200502,19,6.5
200502,16,6.6
200502,25,7
200502,23,7.1
200502,10,7.4
200502,15,7.4
200502,9,7.9
200502,17,8.8
200503,13,2.2
200503,14,3.2
200503,25,4.4
200503,2,4.7
200503,1,5.1
200503,15,5.2
200503,6,5.6
200503,4,5.8
200503,5,6.1
200503,12,6.1
200503,26,6.2
200503,7,6.5
200503,3,6.9
200503,19,7.3
200503,20,7.3
200503,24,8.2
200503,30,8.2
200503,18,8.5
200503,17,8.6
200503,8,9.3
200503,16,9.8
200503,31,9.8
200503,23,10.1
200503,29,10.1
200503,21,10.2
200503,27,10.6
200503,9,11.1
200503,28,11.2
200503,22,11.5
200503,11,11.6
200503,10,11.9
200504,4,8.5
200504,1,10.3
200504,2,10.8
200504,12,11.3
200504,5,11.5
200504,13,11.7
200504,14,13.2
200504,22,13.3
200504,3,13.4
200504,23,13.8
200504,20,14.4
200504,24,14.4
200504,7,15
200504,10,15
200504,9,15.1
200504,11,15.4
200504,15,15.6
200504,16,15.6
200504,21,15.7
200504,26,16
200504,27,16
200504,6,16.4
200504,8,16.6
200504,17,16.6
200504,18,17.2
200504,25,17.4
200504,19,18.4
200504,28,19.2
200504,29,21.6
200504,30,21.8
200505,12,14.9
200505,14,15.9
200505,7,16.2
200505,10,16.4
200505,16,16.4
200505,13,16.5
200505,11,16.7
200505,8,16.8
200505,24,16.9
200505,6,17.2
200505,17,17.2
200505,18,17.4
200505,22,17.6
200505,15,17.7
200505,25,18.1
200505,3,18.2
200505,9,18.3
200505,20,18.5
200505,1,18.7
200505,23,18.9
200505,26,19.1
200505,2,19.2
200505,4,19.6
200505,19,19.8
200505,30,20.1
200505,21,20.2
200505,27,20.7
200505,28,21.1
200505,31,21.1
200505,5,21.3
200505,29,21.6
200506,2,18.9
200506,16,20.5
200506,3,21
200506,1,21.7
200506,4,21.8
200506,15,22
200506,8,22.1
200506,5,22.2
200506,9,22.4
200506,6,22.5
200506,11,22.6
200506,7,22.7
200506,23,22.7
200506,17,23
200506,14,23.5
200506,19,24.2
200506,12,24.4
200506,18,24.5
200506,21,24.6
200506,13,24.7
200506,22,24.7
200506,10,24.9
200506,20,25.1
200506,29,25.6
200506,24,26
200506,25,27.3
200506,26,27.5
200506,30,28.3
200506,27,29
200506,28,30.1
200507,4,23
200507,3,23.4
200507,9,24
200507,2,24.4
200507,6,24.6
200507,1,25
200507,7,25.3
200507,12,25.3
200507,13,25.3
200507,24,25.5
200507,5,25.7
200507,23,25.7
200507,26,26.1
200507,11,26.3
200507,8,26.4
200507,14,26.4
200507,27,26.7
200507,10,26.8
200507,20,27.6
200507,31,27.6
200507,25,27.7
200507,15,27.8
200507,17,28.1
200507,28,28.3
200507,16,28.7
200507,19,28.8
200507,29,29.2
200507,21,29.4
200507,30,29.5
200507,22,29.8
200507,18,29.9
200602,4,-0.3
200602,5,0.3
200602,6,0.7
200602,9,2.2
200602,10,2.8
200602,12,3.1
200602,18,3.9
200602,3,4
200602,8,4.2
200602,7,4.3
200602,28,4.3
200602,13,4.5
200602,20,4.6
200602,11,5.6
200602,19,5.9
200602,1,6
200602,2,6
200602,27,6.5
200602,17,6.7
200602,21,6.8
200602,24,6.9
200602,14,7.3
200602,25,8.3
200602,16,8.9
200602,26,9.3
200602,23,9.5
200602,22,9.7
200602,15,11.6
200603,13,2.5
200603,14,2.5
200603,30,3.2
200603,3,4.6
200603,31,4.9
200603,4,5.3
200603,29,5.3
200603,2,5.8
200603,20,6.3
200603,1,6.6
200603,15,6.7
200603,22,6.8
200603,5,7.1
200603,16,7.1
200603,19,7.3
200603,21,7.4
200603,6,7.7
200603,18,8.1
200603,12,8.8
200603,24,9.2
200603,9,9.6
200603,10,9.6
200603,25,9.6
200603,17,9.7
200603,7,10.3
200603,8,10.3
200603,23,10.7
200603,28,11.3
200603,26,11.4
200603,11,12.4
200603,27,12.6
200604,21,8.8
200604,2,9.7
200604,1,10
200604,6,10.7
200604,15,10.7
200604,3,11.3
200604,10,11.3
200604,16,11.4
200604,5,11.5
200604,25,11.5
200604,8,11.8
200604,26,11.9
200604,9,12
200604,17,12
200604,7,12.3
200604,22,12.5
200604,4,13.1
200604,11,13.3
200604,14,13.8
200604,20,14.1
200604,27,14.5
200604,23,14.7
200604,24,15.1
200604,29,15.3
200604,13,15.4
200604,18,15.8
200604,28,15.8
200604,12,16
200604,19,16.7
200604,30,17.6
200605,13,14
200605,3,14.5
200605,12,15.7
200605,14,16.8
200605,17,16.8
200605,16,17.1
200605,4,17.2
200605,18,17.2
200605,2,17.3
200605,15,17.4
200605,7,17.6
200605,19,17.6
200605,26,17.6
200605,11,18.6
200605,5,18.7
200605,6,18.7
200605,9,18.7
200605,27,18.8
200605,25,19
200605,23,19.3
200605,10,19.5
200605,24,19.9
200605,20,20.4
200605,28,20.6
200605,21,21
200605,22,21
200605,29,21.3
200605,1,21.4
200605,8,21.7
200605,30,21.7
200605,31,23.2
200606,9,19.2
200606,11,19.8
200606,26,20.6
200606,15,20.7
200606,8,20.9
200606,6,21.4
200606,2,21.6
200606,10,21.6
200606,4,21.8
200606,3,22.1
200606,5,22.2
200606,12,22.6
200606,22,22.8
200606,25,22.8
200606,7,23
200606,23,23
200606,18,23.1
200606,17,23.6
200606,13,23.7
200606,14,23.7
200606,1,24.5
200606,16,24.8
200606,27,25.1
200606,24,25.4
200606,19,25.6
200606,30,26
200606,20,26.2
200606,28,26.5
200606,21,26.9
200606,29,27.1
200607,21,21.3
200607,20,21.7
200607,18,22
200607,17,23.5
200607,5,23.9
200607,31,24.4
200607,23,24.6
200607,3,24.7
200607,19,24.7
200607,24,24.7
200607,2,25.3
200607,7,25.6
200607,6,25.7
200607,4,25.8
200607,9,25.9
200607,22,26
200607,1,26.2
200607,16,26.2
200607,10,26.5
200607,11,26.7
200607,8,27.3
200607,30,27.4
200607,29,27.5
200607,12,27.8
200607,25,27.9
200607,26,28.9
200607,13,29.1
200607,27,29.6
200607,28,29.9
200607,15,30.1
200607,14,30.3
200702,2,2.9
200702,3,4
200702,17,4.4
200702,1,5.2
200702,16,5.4
200702,15,5.5
200702,25,5.5
200702,24,6.1
200702,4,6.3
200702,11,6.6
200702,5,6.8
200702,12,7
200702,8,7.9
200702,13,8.1
200702,20,8.1
200702,19,8.2
200702,26,8.6
200702,28,8.8
200702,7,9
200702,21,9.1
200702,18,9.2
200702,27,9.6
200702,22,10.1
200702,23,10.1
200702,6,10.3
200702,9,10.6
200702,10,10.8
200702,14,11
200703,12,3
200703,8,4.2
200703,7,4.4
200703,13,4.5
200703,18,5.5
200703,11,5.6
200703,14,5.6
200703,15,5.8
200703,17,6.1
200703,19,6.1
200703,9,6.3
200703,20,6.3
200703,6,7.4
200703,16,7.4
200703,10,7.9
200703,21,8
200703,1,8.3
200703,2,9.1
200703,22,9.4
200703,24,11.1
200703,27,11.3
200703,23,11.4
200703,3,12
200703,31,12.2
200703,26,12.5
200703,25,13.2
200703,28,13.9
200703,30,14.1
200703,5,15.1
200703,29,15.2
200703,4,15.9
200704,4,6.6
200704,5,8.4
200704,18,10.1
200704,3,10.2
200704,6,10.6
200704,7,11
200704,16,12.3
200704,17,12.9
200704,19,13
200704,8,13.2
200704,9,13.5
200704,10,13.5
200704,12,14
200704,11,14.2
200704,15,14.7
200704,2,14.8
200704,14,14.8
200704,24,14.8
200704,20,14.9
200704,27,15.1
200704,23,15.4
200704,26,15.6
200704,28,15.8
200704,25,15.9
200704,1,16.2
200704,13,16.4
200704,29,17.1
200704,22,18.2
200704,21,18.5
200704,30,19
200705,1,15.5
200705,20,16.2
200705,2,16.3
200705,11,16.4
200705,6,16.9
200705,10,17.3
200705,16,17.8
200705,17,17.8
200705,30,17.9
200705,25,18
200705,28,18
200705,3,18.1
200705,19,18.1
200705,14,18.2
200705,21,18.2
200705,12,18.3
200705,15,18.3
200705,13,18.7
200705,29,19.1
200705,18,19.2
200705,31,19.4
200705,7,19.9
200705,4,20.3
200705,5,21.1
200705,22,21.1
200705,27,21.3
200705,26,21.4
200705,8,21.5
200705,23,22.5
200705,24,22.6
200705,9,23.4
200706,9,18.3
200706,10,18.4
200706,18,20.1
200706,1,20.4
200706,24,20.6
200706,14,20.9
200706,3,21.2
200706,2,21.3
200706,8,21.7
200706,25,21.8
200706,5,21.9
200706,4,22
200706,11,22.4
200706,6,23
200706,22,23
200706,19,23.6
200706,7,23.7
200706,15,23.8
200706,13,23.9
200706,12,24
200706,17,24.2
200706,23,24.6
200706,20,24.7
200706,16,24.9
200706,21,25.5
200706,26,25.6
200706,29,26.9
200706,30,27.1
200706,27,27.4
200706,28,27.4
200707,10,20.8
200707,13,22.6
200707,14,22.6
200707,12,22.8
200707,17,23.2
200707,21,23.3
200707,11,23.5
200707,19,24.1
200707,20,24.3
200707,7,24.4
200707,9,24.5
200707,18,24.5
200707,30,24.6
200707,6,24.7
200707,2,24.8
200707,4,25
200707,5,25.2
200707,8,25.2
200707,1,25.4
200707,3,25.7
200707,31,25.7
200707,16,26.2
200707,24,26.4
200707,15,26.8
200707,23,26.8
200707,25,27.1
200707,26,27.1
200707,22,27.4
200707,27,28.5
200707,29,29
200707,28,29.1
200802,9,0.4
200802,24,1.6
200802,13,1.7
200802,14,2
200802,17,2.2
200802,16,2.7
200802,26,2.9
200802,18,3
200802,3,3.4
200802,15,3.4
200802,27,3.4
200802,8,3.5
200802,25,3.7
200802,19,3.8
200802,10,4.2
200802,2,4.3
200802,6,4.3
200802,1,4.5
200802,4,4.5
200802,28,4.5
200802,5,4.7
200802,7,4.7
200802,12,4.8
200802,23,5.2
200802,20,5.4
200802,29,5.9
200802,11,6.5
200802,21,6.5
200802,22,7.7
200803,5,4.8
200803,6,5.6
200803,1,6.5
200803,4,6.6
200803,2,7.1
200803,7,7.2
200803,8,7.4
200803,3,7.6
200803,30,8.3
200803,9,8.7
200803,31,9
200803,29,9.6
200803,10,10
200803,20,10.9
200803,28,11
200803,27,11.3
200803,11,11.4
200803,15,11.7
200803,19,11.9
200803,12,12.1
200803,13,12.3
200803,16,12.4
200803,17,12.4
200803,18,12.4
200803,14,12.6
200803,26,12.7
200803,25,12.8
200803,24,12.9
200803,22,13.6
200803,21,14.1
200803,23,14.2
200804,1,9.5
200804,2,11.1
200804,3,12.1
200804,4,12.4
200804,10,12.7
200804,7,13.1
200804,5,13.6
200804,18,13.9
200804,6,14.2
200804,12,14.4
200804,25,14.7
200804,8,14.8
200804,17,14.8
200804,9,15
200804,11,15
200804,26,15.2
200804,13,15.3
200804,24,15.3
200804,14,15.5
200804,15,16.3
200804,19,16.3
200804,28,16.3
200804,27,16.6
200804,16,17
200804,20,17.3
200804,29,17.5
200804,21,18.8
200804,22,19
200804,23,19.9
200804,30,20.3
200805,10,13.6
200805,11,14.7
200805,12,15.9
200805,14,17.1
200805,15,17.9
200805,31,18.1
200805,6,18.2
200805,13,18.3
200805,20,18.5
200805,5,18.7
200805,16,18.7
200805,29,19.3
200805,24,19.4
200805,1,19.5
200805,2,19.5
200805,19,19.5
200805,21,19.6
200805,18,20.1
200805,9,20.4
200805,30,20.6
200805,25,20.8
200805,7,20.9
200805,17,20.9
200805,22,21
200805,28,21.4
200805,8,21.8
200805,27,22.3
200805,4,22.5
200805,3,22.7
200805,23,22.8
200805,26,22.9
200806,3,17.9
200806,2,18.2
200806,5,19.5
200806,1,20.4
200806,4,20.5
200806,15,21.2
200806,29,21.2
200806,6,21.6
200806,7,21.8
200806,9,21.9
200806,23,22.2
200806,10,22.5
200806,12,22.5
200806,8,22.6
200806,19,22.9
