年月,日,3-1氣温(℃)-平均
200002,16,-4.5
200002,25,-4.1
200002,15,-3.3
200002,17,-3.1
200002,26,-2.9
200002,13,-2.8
200002,23,-2.8
200002,24,-2.8
200002,22,-2.6
200002,29,-2.4
200002,21,-2.2
200002,18,-1.8
200002,27,-1.7
200002,10,-1.3
200002,12,-1.1
200002,9,-0.9
200002,28,-0.9
200002,14,-0.7
200002,19,-0.6
200002,1,0.2
200002,7,0.7
200002,20,0.8
200002,8,0.9
200002,11,1
200002,5,1.2
200002,6,1.2
200002,4,1.8
200002,3,2.7
200002,2,2.8
200003,9,-4.2
200003,10,-3.5
200003,8,-2.5
200003,1,-1.2
200003,13,-1.2
200003,14,-1.2
200003,26,-0.9
200003,7,-0.6
200003,25,0.5
200003,21,0.6
200003,15,0.7
200003,12,0.9
200003,22,1.1
200003,27,1.1
200003,16,1.2
200003,20,1.3
200003,6,1.4
200003,17,1.8
200003,19,2.3
200003,11,2.4
200003,5,2.9
200003,23,3.3
200003,18,3.4
200003,28,3.6
200003,24,4
200003,2,4.2
200003,3,4.4
200003,30,4.9
200003,29,7.6
200003,4,7.7
200003,31,7.7
200004,2,4.4
200004,1,4.7
200004,12,5.2
200004,11,5.3
200004,5,5.4
200004,17,5.4
200004,3,5.6
200004,4,5.6
200004,16,5.9
200004,6,6.2
200004,8,7
200004,9,7.2
200004,15,7.3
200004,10,8.2
200004,14,8.2
200004,28,8.2
200004,27,8.4
200004,29,8.7
200004,18,8.9
200004,19,8.9
200004,20,9.1
200004,26,9.4
200004,25,9.5
200004,24,9.6
200004,21,9.7
200004,30,9.7
200004,7,9.8
200004,13,10.3
200004,23,10.5
200004,22,12.1
200005,1,9.5
200005,4,10.6
200005,3,10.8
200005,5,11.2
200005,7,11.4
200005,8,11.5
200005,6,11.9
200005,14,11.9
200005,16,11.9
200005,2,12.1
200005,15,12.2
200005,9,12.4
200005,13,12.5
200005,17,13
200005,18,13
200005,21,13.2
200005,12,13.3
200005,10,13.4
200005,24,13.5
200005,22,14
200005,20,14.7
200005,19,14.8
200005,11,15.2
200005,23,15.3
200005,25,15.3
200005,31,15.7
200005,27,16.7
200005,28,17.3
200005,26,19.6
200005,29,20
200005,30,21.8
200006,4,13.9
200006,1,14.3
200006,9,14.7
200006,3,15.1
200006,5,15.2
200006,10,15.3
200006,11,15.6
200006,8,15.8
200006,2,16
200006,13,16.7
200006,14,16.8
200006,12,17
200006,7,18
200006,25,18.3
200006,27,18.4
200006,15,18.6
200006,26,18.8
200006,23,19
200006,24,19.7
200006,16,19.9
200006,30,19.9
200006,28,20
200006,17,20.3
200006,29,20.3
200006,6,20.6
200006,20,20.8
200006,18,21.1
200006,22,21.3
200006,21,21.5
200006,19,21.8
200007,8,19.2
200007,9,19.5
200007,20,19.8
200007,26,20.5
200007,19,20.6
200007,6,21.1
200007,7,21.1
200007,4,21.4
200007,10,21.6
200007,3,21.7
200007,5,21.8
200007,2,22.1
200007,18,22.2
200007,21,22.2
200007,27,22.3
200007,1,22.4
200007,25,22.4
200007,11,22.5
200007,28,22.7
200007,29,23
200007,17,24.1
200007,16,24.5
200007,30,24.8
200007,12,25.1
200007,13,25.2
200007,14,25.7
200007,31,26
200007,22,27.3
200007,15,27.6
200007,23,27.7
200007,24,28.1
200102,3,-7.5
200102,11,-6.3
200102,12,-6.3
200102,14,-6.3
200102,13,-5.8
200102,2,-5.7
200102,4,-5.4
200102,15,-5.1
200102,8,-4.7
200102,7,-3.9
200102,10,-3.8
200102,9,-3.7
200102,16,-3.7
200102,25,-3.7
200102,26,-2.8
200102,6,-2.6
200102,19,-2.6
200102,5,-2
200102,17,-2
200102,20,-1.5
200102,24,-1.3
200102,1,-0.3
200102,27,1.6
200102,23,1.9
200102,18,2.6
200102,21,3
200102,28,4
200102,22,4.5
200103,11,-3
200103,9,-2.7
200103,10,-2.6
200103,8,-2.2
200103,7,-1.6
200103,12,-1.5
200103,6,-1.3
200103,5,-0.6
200103,13,0.1
200103,16,0.9
200103,3,1.3
200103,2,1.4
200103,1,1.8
200103,27,1.9
200103,31,2
200103,4,2.1
200103,30,2.4
200103,15,3.1
200103,28,3.3
200103,29,3.4
200103,14,4.1
200103,22,4.1
200103,21,4.2
200103,26,4.2
200103,24,4.4
200103,17,4.5
200103,18,4.6
200103,25,4.6
200103,23,5.5
200103,19,6.3
200103,20,10
200104,1,3.4
200104,4,4.3
200104,3,5.5
200104,22,5.6
200104,21,6
200104,20,6.1
200104,8,6.7
200104,7,7.1
200104,6,7.4
200104,2,7.5
200104,5,7.6
200104,25,7.7
200104,11,8.6
200104,9,8.8
200104,12,8.9
200104,15,8.9
200104,13,9.2
200104,10,9.5
200104,23,9.7
200104,30,9.7
200104,16,10.4
200104,24,10.5
200104,26,10.5
200104,14,11.8
200104,29,11.8
200104,19,12.2
200104,18,13.3
200104,27,14.1
200104,17,15.3
200104,28,15.3
200105,2,7.3
200105,3,7.9
200105,1,8
200105,9,8.7
200105,11,9.3
200105,8,9.8
200105,6,9.9
200105,4,10.1
200105,10,10.2
200105,5,10.9
200105,7,11.2
200105,23,12.5
200105,24,12.9
200105,26,13.3
200105,27,13.7
200105,22,13.9
200105,28,14.1
200105,12,14.9
200105,16,15
200105,21,15.2
200105,29,15.2
200105,17,15.6
200105,25,15.8
200105,31,16.2
200105,20,16.4
200105,30,16.9
200105,19,18.3
200105,13,18.8
200105,15,20.3
200105,18,20.9
200105,14,21.9
200106,20,12.8
200106,12,12.9
200106,11,14.1
200106,21,14.4
200106,10,14.5
200106,22,14.5
200106,15,14.6
200106,9,14.8
200106,13,14.8
200106,14,14.8
200106,7,15.3
200106,8,15.9
200106,1,16
200106,16,16.2
200106,19,16.5
200106,5,16.8
200106,23,17.6
200106,3,17.7
200106,17,17.8
200106,18,17.8
200106,2,17.9
200106,6,18
200106,4,19
200106,24,19.7
200106,30,20.8
200106,25,21.6
200106,27,21.6
200106,26,21.7
200106,29,22.9
200106,28,24.3
200107,1,19
200107,10,19.4
200107,19,19.6
200107,6,19.9
200107,7,20
200107,20,20.1
200107,9,20.5
200107,2,20.6
200107,28,20.6
200107,3,20.7
200107,27,20.8
200107,29,20.8
200107,12,21.1
200107,21,21.1
200107,17,21.2
200107,18,21.5
200107,31,21.6
200107,8,21.7
200107,11,21.7
200107,13,22
200107,4,22.4
200107,26,22.4
200107,25,23.1
200107,14,23.7
200107,22,23.8
200107,30,23.8
200107,16,24.1
200107,15,24.2
200107,5,25.1
200107,24,25.6
200107,23,27.5
200202,12,-5.8
200202,11,-4.1
200202,10,-3.8
200202,13,-3.2
200202,9,-3
200202,14,-2.4
200202,15,-2.3
200202,1,-1.2
200202,16,-0.1
200202,4,0.2
200202,2,0.5
200202,3,0.5
200202,18,0.6
200202,19,0.8
200202,24,0.8
200202,6,2.1
200202,7,2.4
200202,23,2.4
200202,27,2.6
200202,20,2.7
200202,25,2.8
200202,22,2.9
200202,17,3.1
200202,5,3.2
200202,21,3.2
200202,28,3.5
200202,26,3.6
200202,8,4.3
200203,3,-3.4
200203,2,-2.3
200203,4,-0.3
200203,8,0.3
200203,7,1.1
200203,24,1.6
200203,6,1.8
200203,12,2.9
200203,11,3.2
200203,5,3.5
200203,23,3.5
200203,1,3.7
200203,25,4.2
200203,19,4.4
200203,28,4.5
200203,16,4.6
200203,18,4.6
200203,13,4.8
200203,10,5.8
200203,20,5.8
200203,29,6.1
200203,17,6.4
200203,22,6.7
200203,9,6.9
200203,27,7
200203,30,7.3
200203,31,7.5
200203,15,7.7
200203,21,8.2
200203,26,8.7
200203,14,8.9
200204,3,6.1
200204,4,7.1
200204,12,7.3
200204,5,7.4
200204,6,8.1
200204,13,8.3
200204,9,8.9
200204,10,8.9
200204,7,9.1
200204,11,9.2
200204,26,9.4
200204,25,9.9
200204,27,9.9
200204,1,10.3
200204,18,10.5
200204,2,10.7
200204,8,10.7
200204,30,10.8
200204,14,10.9
200204,28,11.2
200204,29,11.5
200204,19,12.1
200204,20,12.4
200204,21,12.7
200204,22,12.8
200204,23,12.9
200204,24,13.1
200204,17,14.4
200204,16,16.1
200204,15,17
200205,11,11
200205,12,11.1
200205,13,11.4
200205,8,11.8
200205,7,12
200205,5,12.1
200205,1,12.3
200205,2,12.6
200205,19,12.7
200205,20,12.7
200205,10,12.8
200205,3,13.1
200205,6,13.1
200205,21,13.1
200205,23,13.1
200205,25,13.3
200205,26,13.4
200205,18,13.5
200205,22,13.5
200205,27,13.5
200205,9,13.6
200205,15,13.7
200205,14,13.8
200205,17,13.9
200205,16,15.1
200205,4,15.2
200205,29,15.9
200205,24,16.3
200205,28,16.5
200205,30,17.9
200205,31,17.9
200206,24,13.4
200206,22,13.5
200206,25,14.6
200206,23,14.9
200206,21,15
200206,12,15.1
200206,26,15.4
200206,2,15.6
200206,11,15.6
200206,5,15.9
200206,13,16.2
200206,6,16.4
200206,14,16.6
200206,15,16.9
200206,1,17
200206,16,17
200206,27,17
200206,9,17.6
200206,3,17.9
200206,20,18
200206,29,18
200206,30,18.1
200206,4,18.2
200206,10,18.2
200206,17,18.2
200206,18,18.3
200206,28,18.3
200206,7,18.7
200206,19,18.9
200206,8,23.6
200207,11,16.3
200207,10,17.3
200207,2,17.8
200207,3,18
200207,5,18.4
200207,6,18.4
200207,1,18.7
200207,4,18.7
200207,24,20.3
200207,25,20.4
200207,9,20.5
200207,16,21
200207,12,21.2
200207,19,21.2
200207,23,21.4
200207,28,21.7
200207,7,22.1
200207,17,22.4
200207,18,22.5
200207,20,22.5
200207,14,23
200207,26,23
200207,29,23.1
200207,15,23.3
200207,27,23.4
200207,22,23.7
200207,8,24
200207,31,24.5
200207,30,24.8
200207,21,26
200207,13,26.5
200302,12,-4.2
200302,24,-3.7
200302,5,-3.1
200302,13,-2.9
200302,25,-2.5
200302,4,-2.4
200302,6,-2.4
200302,23,-2.3
200302,27,-1.9
200302,14,-1.8
200302,1,-1.6
200302,19,-1.2
200302,21,-1.2
200302,22,-0.7
200302,3,-0.6
200302,11,-0.5
200302,26,-0.4
200302,2,-0.2
200302,18,0.1
200302,15,0.8
200302,17,0.8
200302,20,0.8
200302,28,1.1
200302,16,1.4
200302,10,1.9
200302,7,2.5
200302,9,3.5
200302,8,3.8
200303,10,-2.6
200303,11,-2
200303,4,-1.5
200303,5,-0.9
200303,9,-0.9
200303,12,-0.6
200303,8,-0.3
200303,21,0.5
200303,13,0.6
200303,20,0.6
200303,6,1.5
200303,17,1.6
200303,7,1.7
200303,19,2.2
200303,3,2.3
200303,1,2.4
200303,14,2.4
200303,18,2.4
200303,2,2.9
200303,29,3
200303,31,3.2
200303,15,3.3
200303,22,3.6
200303,16,3.7
200303,28,4.2
200303,23,4.5
200303,30,5.6
200303,27,5.9
200303,24,6.3
200303,26,7.1
200303,25,7.6
200304,21,4.2
200304,4,4.8
200304,9,4.9
200304,5,5.2
200304,3,5.4
200304,1,5.7
200304,2,5.8
200304,6,6.7
200304,10,7
200304,20,7.9
200304,11,8.7
200304,26,8.7
200304,8,8.8
200304,23,8.9
200304,19,9.1
200304,22,9.2
200304,15,9.4
200304,30,9.4
200304,25,9.9
200304,14,10.1
200304,12,10.3
200304,16,10.3
200304,24,10.6
200304,7,10.7
200304,13,11.3
200304,27,11.7
200304,18,13.4
200304,28,14.7
200304,17,16.2
200304,29,18.8
200305,8,9.6
200305,1,9.8
200305,9,9.9
200305,10,10.3
200305,12,10.4
200305,16,10.4
200305,11,10.6
200305,23,11.8
200305,7,12
200305,6,12.2
200305,17,12.2
200305,24,12.3
200305,19,12.8
200305,5,13.2
200305,22,13.2
200305,25,13.2
200305,20,13.3
200305,26,13.3
200305,21,13.6
200305,4,13.7
200305,18,13.7
200305,15,14.1
200305,31,14.6
200305,27,14.8
200305,13,15
200305,28,15.1
200305,29,17.3
200305,30,17.6
200305,14,17.7
200305,2,18.1
200305,3,18.7
200306,6,14.3
200306,7,14.4
200306,10,14.6
200306,1,14.9
200306,5,15.2
200306,8,15.2
200306,26,15.2
200306,29,15.3
200306,2,15.6
200306,28,15.7
200306,27,15.8
200306,11,16
200306,16,16
200306,9,16.8
200306,17,16.8
200306,12,16.9
200306,30,16.9
200306,25,17
200306,13,17.2
200306,15,17.4
200306,24,18.1
200306,3,18.3
200306,23,18.6
200306,20,19.9
200306,22,19.9
200306,4,20.7
200306,18,20.8
200306,14,20.9
200306,19,21.6
200306,21,21.8
200307,4,16.4
200307,5,16.9
200307,3,17
200307,28,17.1
200307,6,17.2
200307,20,17.2
200307,2,17.3
200307,23,17.3
200307,19,17.5
200307,26,17.5
200307,27,17.6
200307,29,17.8
200307,30,17.8
200307,1,17.9
200307,10,17.9
200307,17,17.9
200307,18,17.9
200307,8,18
200307,16,18
200307,15,18.2
200307,14,18.3
200307,22,18.3
200307,21,18.4
200307,7,18.8
200307,13,19
200307,24,19.1
200307,9,19.2
200307,12,19.4
200307,25,19.7
200307,31,20.1
200307,11,20.8
200402,9,-3.4
200402,7,-3
200402,5,-2.4
200402,4,-2.3
200402,8,-2.3
200402,10,-2.3
200402,6,-2.2
200402,27,-2.2
200402,18,-0.3
200402,19,-0.3
200402,3,0.2
200402,20,0.3
200402,2,0.4
200402,1,0.5
200402,12,1.1
200402,11,1.2
200402,13,1.3
200402,17,1.7
200402,26,1.7
200402,14,1.9
200402,16,1.9
200402,15,2.4
200402,23,2.8
200402,24,2.8
200402,28,3.5
200402,29,3.9
200402,22,4.5
200402,21,5.3
200402,25,5.4
200403,3,-4.4
200403,2,-3.4
200403,5,-3.3
200403,4,-2.8
200403,1,-2.3
200403,6,-2
200403,7,-1.2
200403,8,-0.9
200403,14,0.5
200403,15,1.6
200403,18,1.6
200403,13,2
200403,16,2.1
200403,19,2.7
200403,22,2.8
200403,23,3.5
200403,9,4
200403,12,4.2
200403,24,4.2
200403,20,4.4
200403,21,4.6
200403,26,5
200403,27,5.5
200403,25,5.6
200403,11,5.7
200403,31,7
200403,28,7.2
200403,10,7.7
200403,29,8.5
200403,17,9.2
200403,30,10.9
200404,2,2
200404,3,3
200404,4,4.4
200404,24,4.9
200404,23,5.6
200404,1,5.8
200404,5,6.4
200404,27,6.4
200404,25,6.6
200404,8,6.8
200404,22,7.4
200404,17,7.5
200404,11,8
200404,13,8
200404,28,8.1
200404,12,8.5
200404,26,8.5
200404,7,8.6
200404,9,8.7
200404,10,9.8
200404,14,9.8
200404,15,10.4
200404,21,10.7
200404,16,10.8
200404,6,11.9
200404,20,11.9
200404,18,13.1
200404,29,13.3
200404,30,14.4
200404,19,15
200405,3,9.8
200405,21,10.3
200405,1,10.5
200405,5,10.5
200405,22,10.8
200405,23,11.5
200405,2,11.7
200405,10,12
200405,6,12.3
200405,4,12.5
200405,13,12.5
200405,24,12.8
200405,25,12.9
200405,16,13.3
200405,9,13.5
200405,7,13.7
200405,17,13.9
200405,14,14.1
200405,15,14.4
200405,11,14.5
200405,31,15.3
200405,8,15.5
200405,12,16
200405,20,16.3
200405,19,16.8
200405,28,17.1
200405,27,17.3
200405,30,17.3
200405,26,17.5
200405,18,18.2
200405,29,18.8
200406,8,15.7
200406,16,15.9
200406,26,16
200406,15,16.6
200406,10,17
200406,2,17.2
200406,11,17.3
200406,1,17.6
200406,6,17.6
200406,3,18
200406,9,18
200406,27,18
200406,12,18.2
200406,7,18.3
200406,17,18.7
200406,20,18.9
200406,13,19
200406,28,19
200406,29,19.6
200406,30,20
200406,5,20.1
200406,25,20.4
200406,23,20.5
200406,18,21.1
200406,21,21.1
200406,24,21.2
200406,4,21.9
200406,19,22.1
200406,14,22.3
200406,22,22.5
200407,2,17.4
200407,11,17.8
200407,12,17.8
200407,3,18.1
200407,4,18.9
200407,13,18.9
200407,14,19
200407,1,19.2
200407,8,19.9
200407,5,20
200407,15,21.7
200407,9,21.8
200407,7,21.9
200407,10,22
200407,19,22.3
200407,22,23
200407,18,23.7
200407,17,23.9
200407,16,24
200407,23,24
200407,26,24.1
200407,27,24.1
200407,6,24.5
200407,21,24.7
200407,20,25.2
200407,28,25.6
200407,29,26.6
200407,30,27
200407,25,28.4
200407,24,28.5
200407,31,28.5
200502,11,-5.2
200502,12,-4.2
200502,1,-3.8
200502,21,-3.7
200502,22,-3.6
200502,26,-3.5
200502,2,-3.2
200502,27,-3.1
200502,24,-3
200502,14,-2.7
200502,10,-2.6
200502,13,-2.5
200502,28,-2.5
200502,25,-2.3
200502,3,-2
200502,5,-2
200502,4,-1.7
200502,16,-1.7
200502,23,-1.3
200502,18,-1.1
200502,15,-1
200502,20,-0.4
200502,17,-0.3
200502,6,-0.1
200502,8,0
200502,19,0
200502,7,0.2
200502,9,0.9
200503,1,-4.3
200503,2,-4.1
200503,3,-3.5
200503,4,-2.7
200503,13,-2.4
200503,5,-1.7
200503,9,-1.6
200503,14,-1
200503,26,-0.5
200503,25,0
200503,6,0.6
200503,12,0.9
200503,30,0.9
200503,10,1.1
200503,19,1.2
200503,11,1.6
200503,17,2.2
200503,8,2.7
200503,31,2.7
200503,27,2.8
200503,18,3.2
200503,29,3.3
200503,15,3.5
200503,20,3.9
200503,16,4.2
200503,24,4.6
200503,28,4.7
200503,7,4.8
200503,21,4.8
200503,22,5.2
200503,23,5.4
200504,1,2.3
200504,3,3.7
200504,4,4.1
200504,2,4.9
200504,10,5.1
200504,13,5.2
200504,23,5.2
200504,9,5.6
200504,8,6
200504,11,6.2
200504,12,6.6
200504,19,6.8
200504,16,7.1
200504,18,7.1
200504,5,7.2
200504,24,7.2
200504,17,7.4
200504,20,7.6
200504,14,7.7
200504,22,7.8
200504,15,8
200504,25,8.3
200504,21,9.9
200504,7,11.4
200504,6,12.5
200504,26,13
200504,30,13.3
200504,29,14.4
200504,27,14.9
200504,28,17.5
200505,10,7.8
200505,16,8.2
200505,13,8.4
200505,7,8.5
200505,11,8.7
200505,15,8.9
200505,14,9.1
200505,9,9.3
200505,8,9.6
200505,6,9.8
200505,24,9.8
200505,12,10
200505,17,10
200505,23,10.1
200505,5,10.3
200505,18,11
200505,1,11.3
200505,2,12.2
200505,25,12.5
200505,4,12.7
200505,30,13.2
200505,28,13.3
200505,27,13.4
200505,19,13.5
200505,29,13.8
200505,26,14
200505,22,14.4
200505,31,14.7
200505,3,14.8
200505,20,17.1
200505,21,18.7
200506,4,12.8
200506,3,14.1
200506,5,14.8
200506,7,14.8
200506,17,15.2
200506,8,15.5
200506,6,15.8
200506,13,15.8
200506,14,15.9
200506,12,16.2
200506,2,16.4
200506,11,16.5
200506,20,17.1
200506,18,17.2
200506,16,17.3
200506,15,17.4
200506,1,17.7
200506,10,17.8
200506,9,18.3
200506,21,18.7
200506,19,18.8
200506,30,19.4
200506,27,19.5
200506,22,19.6
200506,28,20.7
200506,29,21.3
200506,26,22.3
200506,25,22.8
200506,23,25
200506,24,25.5
200507,11,15.2
200507,7,16.2
200507,6,16.6
200507,8,16.6
200507,10,16.9
200507,12,17.8
200507,13,17.8
200507,14,17.8
200507,1,18.1
200507,9,18.2
200507,5,18.3
200507,4,19
200507,3,19.6
200507,22,19.7
200507,21,20
200507,2,20.1
200507,23,20.3
200507,15,21
200507,20,21.3
200507,24,21.4
200507,27,21.7
200507,29,21.8
200507,26,21.9
200507,25,22
200507,28,22.7
200507,19,23.3
200507,16,23.4
200507,31,24.1
200507,30,24.6
200507,17,25.5
200507,18,25.7
200602,3,-6.9
200602,12,-5.2
200602,5,-5.1
200602,4,-5
200602,9,-4.5
200602,2,-3.9
200602,17,-3.8
200602,6,-3.3
200602,11,-2.7
200602,27,-2.3
200602,7,-1.9
200602,1,-1.8
200602,28,-1.7
200602,18,-1.6
200602,8,-1
200602,10,-0.1
200602,16,0.1
200602,24,0.1
200602,25,0.4
200602,20,0.7
200602,23,1.1
200602,13,1.5
200602,21,2
200602,19,2.1
200602,22,2.1
200602,26,2.4
200602,15,2.7
200602,14,4.2
200603,13,-4.3
200603,14,-3.2
200603,3,-0.4
200603,1,-0.2
200603,12,-0.2
200603,9,0.1
200603,10,0.4
200603,7,1
200603,30,1
200603,2,1.1
200603,8,1.7
200603,20,1.8
200603,4,2
200603,21,2.3
200603,23,2.3
200603,29,2.3
200603,19,2.7
200603,24,2.8
200603,6,3
200603,15,3.1
200603,27,3.4
200603,31,3.6
200603,25,4.3
200603,11,4.5
200603,22,4.6
200603,28,4.7
200603,18,4.9
200603,5,5
200603,16,5.2
200603,26,5.3
200603,17,5.5
200604,3,2.7
200604,8,2.8
200604,6,3.1
200604,7,3.4
200604,9,3.6
200604,4,3.8
200604,5,3.8
200604,1,4.2
200604,10,4.2
200604,16,4.7
200604,2,4.8
200604,17,5.3
200604,18,6.1
200604,20,6.2
200604,21,6.2
200604,15,7
200604,14,7.1
200604,22,7.1
200604,19,7.2
200604,11,7.4
200604,23,7.4
200604,13,7.5
200604,12,7.8
200604,25,7.8
200604,24,8.2
200604,27,8.4
200604,26,10.6
200604,30,10.7
200604,28,11
200604,29,12.2
200605,2,7.6
200605,3,8.1
200605,9,9.1
200605,10,9.5
200605,8,10.8
200605,4,11
200605,14,11.7
200605,24,12.2
200605,1,12.4
200605,11,12.4
200605,13,12.6
200605,6,12.8
200605,25,12.8
200605,7,13.2
200605,19,13.2
200605,29,13.7
200605,5,14
200605,30,14
200605,31,14
200605,26,14.1
200605,12,14.2
200605,17,14.8
200605,16,14.9
200605,18,15.1
200605,21,15.4
200605,28,15.4
200605,22,15.6
200605,20,16.1
200605,27,16.1
200605,15,16.9
200605,23,17.8
200606,12,12.8
200606,3,13.2
200606,11,13.4
200606,4,13.6
200606,13,13.7
200606,2,13.8
200606,1,14.2
200606,8,14.3
200606,10,14.4
200606,7,14.9
200606,14,14.9
200606,15,14.9
200606,5,15
200606,6,15.5
200606,16,15.5
200606,17,15.8
200606,9,15.9
200606,18,16
200606,26,17.3
200606,25,17.8
200606,20,17.9
200606,19,18.1
200606,23,18.5
200606,24,18.5
200606,27,19.1
200606,21,19.6
200606,22,20.7
200606,29,20.7
200606,30,20.7
200606,28,22.5
200607,3,16.9
200607,6,17.2
200607,7,17.2
200607,4,17.4
200607,9,18.2
200607,2,18.6
200607,5,18.7
200607,10,18.8
200607,1,19
200607,22,19.2
200607,21,19.4
200607,11,19.5
200607,20,19.5
200607,24,19.6
200607,23,19.7
200607,8,20.2
200607,19,20.7
200607,31,20.8
200607,29,21
200607,17,21.4
200607,18,21.4
200607,30,21.4
200607,16,21.7
200607,13,22
200607,28,22
200607,26,22.3
200607,27,22.5
200607,25,22.8
200607,12,23.4
200607,15,24
200607,14,26.5
200702,12,-1.6
200702,2,-1.5
200702,24,-1.3
200702,4,-1.1
200702,1,-0.9
200702,13,-0.1
200702,11,0
200702,25,0.1
200702,15,0.3
200702,26,0.7
200702,19,1
200702,7,1.1
200702,8,1.1
200702,10,1.1
200702,14,1.4
200702,20,2
200702,28,2.1
200702,3,2.2
200702,9,2.2
200702,16,2.3
200702,27,2.7
200702,17,2.9
200702,21,2.9
200702,18,3.1
200702,5,4.2
200702,23,5.3
200702,6,5.8
200702,22,5.9
200703,7,-3.5
200703,12,-2.5
200703,13,-1.9
200703,8,-0.9
200703,17,-0.4
200703,14,-0.3
200703,18,0
200703,11,0.2
200703,16,0.3
200703,15,0.7
200703,9,0.8
200703,19,0.9
200703,1,1.3
200703,22,1.6
200703,6,2
200703,20,2.1
200703,2,2.7
200703,10,2.8
200703,21,2.8
200703,30,3.2
200703,29,3.5
200703,23,3.7
200703,3,4.4
200703,28,4.4
200703,31,4.9
200703,24,5.1
200703,27,5.6
200703,4,5.9
200703,26,6.3
200703,5,8.1
200703,25,8.2
200704,4,3.7
200704,1,4
200704,5,4.2
200704,3,4.4
200704,15,4.6
200704,2,5.4
200704,17,5.6
200704,10,6
200704,14,6.1
200704,18,6.4
200704,16,6.6
200704,6,6.9
200704,9,6.9
200704,11,6.9
200704,8,7
200704,13,7.5
200704,12,7.6
200704,7,7.7
200704,26,7.9
200704,19,8
200704,22,8.3
200704,23,8.3
200704,27,8.8
200704,20,9.8
200704,24,10
200704,25,10.2
200704,30,11.1
200704,21,11.7
200704,28,11.7
200704,29,14
200705,1,10.5
200705,19,11.1
200705,27,11.2
200705,13,11.3
200705,12,11.5
200705,20,11.5
200705,7,11.6
200705,8,11.7
200705,6,11.8
200705,28,12.3
200705,2,12.6
200705,29,12.6
200705,11,13.1
200705,15,13.3
200705,16,13.3
200705,18,13.6
200705,9,13.7
200705,10,14.1
200705,17,14.2
200705,21,14.2
200705,5,14.3
200705,14,14.6
200705,30,14.6
200705,31,15.3
200705,3,15.5
200705,24,15.7
200705,25,16
200705,26,18
200705,4,18.1
200705,22,18.5
200705,23,19.2
200706,1,14.5
200706,3,14.7
200706,4,14.7
200706,2,15.2
200706,8,16
200706,5,16.4
200706,9,16.5
200706,10,17.6
200706,15,17.7
200706,7,18.2
200706,6,18.7
200706,11,18.8
200706,14,19.3
200706,17,19.3
200706,30,19.3
200706,16,19.7
200706,19,19.7
200706,20,20.2
200706,24,20.3
200706,29,20.3
200706,26,20.4
200706,25,20.6
200706,12,20.7
200706,23,20.9
200706,22,21.4
200706,18,21.8
200706,21,22.4
200706,13,22.5
200706,28,22.8
200706,27,23.2
200707,5,15.9
200707,11,17.7
200707,12,17.8
200707,13,17.8
200707,6,18.1
200707,17,18.1
200707,16,18.5
200707,18,18.7
200707,20,18.8
200707,14,19
200707,1,19.4
200707,19,19.5
200707,31,19.5
200707,10,19.6
200707,3,19.8
200707,7,19.9
200707,15,19.9
200707,21,19.9
200707,9,20.3
200707,4,20.4
200707,30,20.5
200707,2,20.8
200707,29,20.8
200707,8,21.1
200707,22,22.8
200707,25,23.1
200707,23,23.4
200707,28,23.4
200707,26,24
200707,24,24.1
200707,27,25.4
200802,13,-4.9
200802,16,-4.4
200802,1,-3.7
200802,15,-3.6
200802,25,-3.1
200802,17,-2.5
200802,5,-2.4
200802,14,-2.4
200802,7,-2.3
200802,8,-2.3
200802,27,-2.1
200802,24,-2
200802,4,-1.7
200802,6,-1.5
200802,2,-1.4
200802,21,-1
200802,28,-0.9
200802,3,-0.5
200802,12,-0.4
200802,18,-0.4
200802,9,0.4
200802,11,0.8
200802,19,1
200802,10,1.2
200802,20,1.3
200802,26,1.3
200802,22,2
200802,23,2.1
200802,29,4.3
200803,7,0.5
200803,3,0.8
200803,5,0.8
200803,6,0.9
200803,2,1.1
200803,4,1.2
200803,1,1.3
200803,13,2.6
200803,12,2.7
200803,29,4
200803,31,4
200803,19,4.2
200803,8,4.3
200803,18,4.9
200803,30,4.9
200803,14,5.2
200803,20,5.3
200803,11,5.6
200803,28,5.7
200803,17,5.9
200803,22,5.9
200803,15,6.1
200803,9,6.2
200803,27,6.2
200803,24,6.3
200803,16,6.4
200803,26,6.5
200803,21,6.9
200803,10,7.5
200803,23,8.1
200803,25,9.5
200804,1,5.2
200804,12,5.9
200804,13,6.3
200804,14,6.8
200804,5,7.6
200804,18,7.6
200804,3,7.8
200804,11,7.9
200804,9,8.1
200804,2,8.2
200804,10,8.4
200804,4,8.6
200804,7,8.6
200804,25,8.7
200804,15,8.9
200804,6,9.5
200804,8,9.7
200804,19,9.8
200804,22,9.9
200804,23,9.9
200804,28,9.9
200804,26,10
200804,24,10.3
200804,27,10.5
200804,29,11.7
200804,30,12.3
200804,20,12.5
200804,17,12.6
200804,16,12.9
200804,21,13.4
200805,11,8.1
200805,10,8.6
200805,12,9.9
200805,14,10
200805,9,11
200805,5,11.2
200805,15,11.6
200805,30,11.7
200805,13,11.8
200805,29,11.9
200805,27,12.2
200805,31,12.5
200805,17,12.8
200805,24,13.2
200805,4,13.3
200805,28,13.4
200805,7,13.8
200805,8,13.8
200805,16,13.8
200805,25,14
200805,18,14.2
200805,19,14.5
200805,20,14.6
200805,26,14.6
200805,2,15.1
