年月,日,3-1氣温(℃)-平均
200202,10,2.5
200202,13,3
200202,1,3.4
200202,12,3.4
200202,14,3.5
200202,15,4
200202,18,4.9
200202,19,4.9
200202,3,5.1
200202,9,5.2
200202,17,5.6
200202,2,5.7
200202,16,5.9
200202,25,6.1
200202,5,6.4
200202,7,6.7
200202,4,6.9
200202,6,7.3
200202,20,7.8
200202,24,8.1
200202,8,8.2
200202,26,9
200202,21,9.1
200202,28,9.4
200202,23,9.8
200202,27,10.7
200202,22,11.1
200203,3,6
200203,5,6.5
200203,8,6.8
200203,4,7.1
200203,9,8
200203,24,8.1
200203,25,8.3
200203,29,8.4
200203,23,8.5
200203,26,8.5
200203,7,9.2
200203,27,9.5
200203,28,9.6
200203,13,10.2
200203,6,10.6
200203,2,10.8
200203,10,11
200203,11,11.3
200203,12,11.6
200203,14,11.6
200203,21,11.7
200203,31,11.8
200203,1,12.2
200203,19,12.5
200203,22,12.6
200203,20,12.7
200203,16,13.1
200203,18,13.1
200203,17,14.6
200203,15,15.2
200203,30,15.3
200204,10,11.2
200204,13,11.3
200204,6,12.2
200204,26,12.3
200204,7,12.6
200204,12,12.6
200204,28,12.6
200204,27,12.9
200204,1,13.5
200204,5,13.6
200204,11,13.6
200204,4,13.9
200204,21,14.1
200204,14,14.2
200204,29,15.2
200204,9,15.3
200204,19,15.4
200204,25,15.5
200204,18,15.9
200204,23,16.1
200204,20,16.2
200204,22,16.3
200204,30,16.6
200204,3,17.6
200204,24,17.8
200204,8,18.2
200204,2,18.4
200204,15,18.4
200204,17,18.7
200204,16,20.2
200205,17,12.5
200205,7,13.2
200205,10,13.3
200205,13,14.1
200205,9,14.4
200205,16,14.8
200205,18,15.1
200205,11,15.7
200205,20,16.8
200205,27,17.1
200205,6,17.4
200205,19,17.5
200205,12,17.6
200205,2,17.7
200205,3,17.7
200205,8,18.1
200205,1,18.5
200205,15,18.5
200205,14,18.6
200205,21,18.6
200205,28,19.3
200205,26,19.6
200205,4,19.8
200205,22,20.1
200205,29,20.4
200205,24,20.7
200205,25,20.7
200205,23,20.8
200205,30,21.8
200205,31,22.1
200205,5,22.5
200206,26,15.8
200206,27,16
200206,25,16.2
200206,23,16.6
200206,22,18.2
200206,13,18.7
200206,12,19.5
200206,15,19.5
200206,18,19.5
200206,24,19.7
200206,14,19.8
200206,29,20.2
200206,20,20.4
200206,28,20.7
200206,16,21.4
200206,6,21.8
200206,4,22.5
200206,30,22.5
200206,1,22.6
200206,3,22.6
200206,5,22.6
200206,17,23
200206,7,23.6
200206,9,23.9
200206,19,24
200206,10,24.2
200206,2,24.3
200206,21,24.3
200206,8,24.6
200206,11,25.7
200207,1,21.6
200207,2,23.3
200207,3,23.8
200207,10,24.9
200207,5,25.2
200207,28,25.3
200207,17,25.4
200207,25,25.7
200207,16,25.9
200207,4,26.5
200207,13,26.5
200207,15,26.6
200207,9,26.8
200207,29,26.8
200207,6,27.2
200207,24,27.5
200207,12,27.6
200207,19,27.7
200207,18,28.1
200207,14,28.2
200207,7,28.6
200207,23,29.4
200207,8,29.5
200207,26,29.6
200207,11,29.8
200207,22,29.8
200207,21,29.9
200207,30,29.9
200207,20,30.2
200207,27,30.3
200207,31,31.4
200302,2,1.3
200302,24,2.5
200302,3,2.8
200302,4,2.8
200302,1,3.2
200302,7,3.5
200302,13,3.5
200302,18,3.5
200302,6,3.6
200302,16,3.9
200302,5,4
200302,22,4.3
200302,25,4.9
200302,19,5.2
200302,28,5.2
200302,12,5.4
200302,26,5.7
200302,8,5.8
200302,14,5.9
200302,20,6
200302,21,6.1
200302,15,6.3
200302,27,6.3
200302,23,6.6
200302,17,6.7
200302,11,8
200302,10,9.1
200302,9,9.3
200303,4,3.1
200303,1,3.3
200303,5,3.3
200303,6,3.3
200303,11,3.4
200303,7,3.9
200303,12,4
200303,10,4.6
200303,13,5
200303,9,5.3
200303,18,5.3
200303,17,5.4
200303,22,5.7
200303,14,6
200303,21,6.2
200303,20,6.6
200303,3,6.9
200303,15,7.1
200303,16,7.3
200303,19,7.4
200303,8,8.8
200303,30,9.1
200303,2,9.2
200303,23,10
200303,29,10
200303,25,10.7
200303,28,12.7
200303,24,12.9
200303,26,13.4
200303,27,13.4
200303,31,13.4
200304,5,5.8
200304,4,8.9
200304,2,9
200304,6,10.2
200304,10,10.4
200304,3,10.7
200304,15,11.1
200304,11,11.3
200304,7,11.9
200304,21,12.4
200304,23,12.8
200304,20,13.3
200304,9,13.5
200304,22,13.5
200304,12,13.6
200304,1,13.7
200304,14,13.8
200304,8,14.3
200304,16,15.1
200304,25,15.7
200304,24,16.5
200304,30,16.8
200304,17,17
200304,27,17.4
200304,13,17.9
200304,28,17.9
200304,26,18.8
200304,19,19.1
200304,29,19.1
200304,18,19.4
200305,9,14.5
200305,17,14.9
200305,1,15
200305,10,15.2
200305,26,15.9
200305,2,16.1
200305,15,16.2
200305,11,16.8
200305,19,16.8
200305,12,17
200305,20,17.4
200305,16,17.6
200305,18,17.6
200305,23,17.8
200305,25,17.8
200305,27,18.2
200305,22,18.5
200305,31,18.8
200305,24,18.9
200305,8,19
200305,14,19.4
200305,13,19.7
200305,5,19.9
200305,21,19.9
200305,6,20.1
200305,3,20.3
200305,30,21.5
200305,4,21.6
200305,28,21.9
200305,29,22.3
200305,7,22.5
200306,10,19.7
200306,4,19.8
200306,9,19.8
200306,6,20.5
200306,12,20.6
200306,26,20.6
200306,7,20.9
200306,1,21
200306,24,21.2
200306,23,21.3
200306,3,21.4
200306,11,21.4
200306,2,21.5
200306,15,21.7
200306,25,21.7
200306,8,21.9
200306,28,22.1
200306,5,22.6
200306,17,22.7
200306,16,22.9
200306,27,23.7
200306,18,23.8
200306,13,24
200306,14,24.7
200306,30,25.1
200306,22,25.4
200306,29,26
200306,19,26.4
200306,20,28.1
200306,21,28.5
200307,23,18.6
200307,18,19.7
200307,14,19.8
200307,7,20
200307,9,20
200307,10,20.3
200307,3,20.6
200307,19,20.7
200307,8,20.9
200307,6,21.1
200307,13,21.3
200307,22,21.4
200307,1,21.9
200307,24,21.9
200307,16,22.1
200307,15,22.2
200307,17,22.2
200307,28,22.2
200307,25,22.4
200307,27,22.5
200307,26,22.6
200307,29,22.7
200307,2,23
200307,20,24.1
200307,21,24.4
200307,30,24.4
200307,4,24.7
200307,5,24.8
200307,11,25
200307,12,25.9
200307,31,26.3
200402,10,3.3
200402,6,3.6
200402,11,3.6
200402,2,3.7
200402,7,3.7
200402,8,3.7
200402,5,4.4
200402,9,4.9
200402,1,5
200402,27,5.2
200402,16,5.9
200402,4,6
200402,17,6.1
200402,28,6.2
200402,13,6.4
200402,12,6.5
200402,3,6.7
200402,18,6.8
200402,19,6.9
200402,15,7.1
200402,20,7.4
200402,24,7.6
200402,14,8.2
200402,26,8.3
200402,21,8.9
200402,25,9
200402,23,9.9
200402,29,10
200402,22,13.5
200403,7,3.4
200403,22,3.8
200403,20,3.9
200403,2,4
200403,3,4.3
200403,8,4.3
200403,4,4.7
200403,1,5
200403,6,5.6
200403,5,5.7
200403,23,6.1
200403,19,6.8
200403,21,6.9
200403,9,7.6
200403,24,7.8
200403,13,8.4
200403,14,9.2
200403,26,9.4
200403,12,9.6
200403,25,9.6
200403,18,9.8
200403,10,10.3
200403,27,10.4
200403,15,10.8
200403,28,11.1
200403,16,11.9
200403,29,14.1
200403,30,14.3
200403,11,14.6
200403,31,14.9
200403,17,15.6
200404,4,6
200404,5,9.5
200404,13,11.3
200404,24,11.8
200404,6,12
200404,14,12.5
200404,25,13
200404,1,13.1
200404,8,13.1
200404,9,13.4
200404,3,14.8
200404,26,15.3
200404,15,15.4
200404,27,15.4
200404,19,15.6
200404,2,15.7
200404,7,16
200404,28,16.2
200404,11,16.5
200404,18,16.7
200404,10,17.2
200404,16,17.2
200404,23,17.4
200404,29,18.2
200404,17,18.8
200404,30,18.9
200404,12,19.3
200404,21,19.4
200404,20,20.1
200404,22,21.2
200405,5,13.3
200405,2,13.5
200405,3,13.6
200405,6,13.6
200405,22,13.6
200405,23,13.8
200405,20,15.8
200405,9,16.4
200405,10,16.8
200405,24,17.8
200405,19,18
200405,7,18.1
200405,16,18.3
200405,1,18.5
200405,13,19
200405,4,19.1
200405,25,19.6
200405,8,19.8
200405,15,19.9
200405,21,20.3
200405,12,20.4
200405,18,21
200405,17,21.1
200405,26,21.4
200405,14,22
200405,27,22.5
200405,28,22.9
200405,11,23.2
200405,29,24.1
200405,31,25.9
200405,30,26.7
200406,1,17.9
200406,9,18
200406,11,19.4
200406,2,19.9
200406,3,20.3
200406,16,21
200406,12,21.6
200406,6,21.7
200406,8,21.7
200406,10,21.7
200406,13,21.8
200406,14,21.9
200406,17,22
200406,4,22.2
200406,5,22.4
200406,7,22.5
200406,27,22.8
200406,15,24.6
200406,26,25.2
200406,28,25.3
200406,18,25.5
200406,25,25.5
200406,21,26
200406,19,26.1
200406,20,27
200406,30,27.1
200406,29,27.2
200406,23,27.7
200406,24,28.1
200406,22,28.8
200407,3,23.6
200407,2,24.2
200407,4,25.6
200407,29,26
200407,12,26.1
200407,1,26.2
200407,11,26.4
200407,14,26.4
200407,10,26.5
200407,26,26.7
200407,15,27.6
200407,13,27.8
200407,16,27.8
200407,31,28
200407,5,28.1
200407,30,28.3
200407,23,28.6
200407,22,28.8
200407,17,29
200407,27,29
200407,18,29.2
200407,25,29.2
200407,28,29.2
200407,19,29.5
200407,6,30.1
200407,9,30.1
200407,24,30.2
200407,8,30.9
200407,7,31.1
200407,21,31.9
200407,20,32.7
200502,2,2.2
200502,19,2.3
200502,1,2.4
200502,3,2.8
200502,25,2.8
200502,26,2.9
200502,27,2.9
200502,13,3.1
200502,16,3.1
200502,8,3.4
200502,12,3.6
200502,11,3.9
200502,9,4.3
200502,6,4.4
200502,14,4.4
200502,7,4.7
200502,18,4.8
200502,28,4.8
200502,5,4.9
200502,22,4.9
200502,21,5
200502,4,5.1
200502,24,5.6
200502,15,6.3
200502,10,6.8
200502,23,7.1
200502,17,7.3
200502,20,7.6
200503,4,1.7
200503,5,3.1
200503,6,3.3
200503,13,4
200503,2,4.1
200503,14,4.1
200503,1,4.2
200503,3,4.5
200503,15,4.9
200503,7,5.2
200503,20,5.4
200503,25,5.7
200503,11,6.2
200503,26,6.4
200503,12,6.7
200503,19,7.2
200503,10,8.1
200503,30,8.8
200503,8,8.9
200503,28,8.9
200503,22,9
200503,31,9
200503,17,9.3
200503,16,9.5
200503,24,9.9
200503,21,10.1
200503,23,10.4
200503,9,10.5
200503,29,10.6
200503,27,10.9
200503,18,11.2
200504,4,7.9
200504,12,7.9
200504,13,9
200504,2,9.7
200504,5,9.8
200504,20,9.9
200504,1,10.3
200504,11,12.4
200504,3,12.6
200504,14,12.6
200504,18,13.1
200504,24,13.2
200504,16,13.7
200504,22,13.7
200504,23,13.8
200504,19,14
200504,26,14.7
200504,17,15
200504,9,15.2
200504,25,15.2
200504,21,15.3
200504,15,15.5
200504,27,15.5
200504,6,17
200504,8,17
200504,10,17.5
200504,7,19.4
200504,30,19.9
200504,28,20.6
200504,29,22.9
200505,12,12.8
200505,13,12.8
200505,11,13
200505,14,13.2
200505,6,13.4
200505,8,14.9
200505,15,14.9
200505,7,15.6
200505,17,16
200505,18,16
200505,16,16.3
200505,10,17.3
200505,25,17.3
200505,24,17.5
200505,30,17.5
200505,3,17.7
200505,1,17.8
200505,4,18.5
200505,26,18.5
200505,5,18.6
200505,9,18.7
200505,31,19
200505,23,19.2
200505,27,19.2
200505,20,19.4
200505,29,20
200505,2,20.2
200505,28,20.5
200505,21,20.7
200505,22,20.8
200505,19,21.2
200506,4,18.2
200506,16,19.1
200506,2,19.5
200506,3,19.5
200506,15,19.8
200506,7,20.6
200506,10,20.8
200506,5,21
200506,17,21.2
200506,8,21.3
200506,1,21.7
200506,6,22
200506,9,22.3
200506,14,22.4
200506,11,22.5
200506,18,22.7
200506,22,22.7
200506,19,24
200506,23,24.3
200506,13,24.9
200506,29,25.2
200506,12,25.5
200506,20,25.5
200506,21,25.5
200506,30,25.8
200506,24,26.9
200506,25,28.3
200506,28,28.4
200506,27,28.8
200506,26,29.1
200507,4,19.6
200507,9,20.3
200507,3,20.9
200507,13,21.1
200507,6,21.5
200507,12,21.8
200507,14,22.8
200507,23,22.9
200507,8,23.3
200507,7,23.7
200507,26,24.1
200507,5,24.4
200507,1,24.9
200507,20,25
200507,22,25
200507,24,25.3
200507,10,25.4
200507,25,25.5
200507,2,25.9
200507,16,26.8
200507,21,27.1
200507,19,27.5
200507,28,27.5
200507,17,27.7
200507,15,27.8
200507,31,28.2
200507,11,28.3
200507,29,28.4
200507,30,28.8
200507,18,29.1
200507,27,29.3
200602,5,-0.1
200602,4,0
200602,6,0.4
200602,10,2.6
200602,9,2.7
200602,12,3.1
200602,28,3.4
200602,7,3.6
200602,18,3.6
200602,3,3.8
200602,13,4
200602,20,4.4
200602,1,4.9
200602,19,4.9
200602,24,6.1
200602,11,6.2
200602,17,6.2
200602,2,6.4
200602,26,6.4
200602,8,6.7
200602,14,6.8
200602,27,6.9
200602,25,7
200602,21,7.3
200602,16,8.1
200602,22,8.9
200602,23,10.5
200602,15,12
200603,14,3.8
200603,13,4.6
200603,4,5
200603,1,5.2
200603,3,5.3
200603,30,5.8
200603,5,6.6
200603,31,6.8
200603,2,7.3
200603,10,7.3
200603,15,7.3
200603,20,7.3
200603,29,7.7
200603,9,7.9
200603,19,8.1
200603,16,8.6
200603,7,9.1
200603,22,9.7
200603,24,9.7
200603,6,9.9
200603,18,10
200603,8,10.1
200603,25,10.1
200603,11,10.4
200603,23,10.5
200603,12,10.6
200603,26,10.6
200603,21,10.7
200603,17,10.8
200603,27,11.5
200603,28,13
200604,7,8.7
200604,10,8.8
200604,8,9.2
200604,11,9.2
200604,6,9.9
200604,5,10.5
200604,16,10.6
200604,2,11
200604,15,11
200604,1,11.2
200604,21,11.3
200604,9,11.9
200604,25,11.9
200604,3,12.3
200604,17,12.9
200604,26,13
200604,27,13.2
200604,22,13.3
200604,12,13.9
200604,23,13.9
200604,14,14.6
200604,29,14.6
200604,20,14.7
200604,4,15.5
200604,19,15.5
200604,28,15.5
200604,18,16
200604,13,16.6
200604,24,17
200604,30,18.2
200605,13,11.9
200605,3,13.7
200605,2,14.8
200605,9,15.2
200605,4,15.8
200605,8,16.3
200605,10,16.5
200605,14,16.5
200605,7,16.8
200605,12,16.8
200605,27,16.8
200605,16,17.1
200605,17,17.4
200605,19,17.6
200605,15,18.1
200605,18,18.1
200605,26,18.1
200605,25,18.9
200605,28,19.1
200605,5,19.3
200605,22,19.6
200605,11,20.1
200605,23,20.1
200605,24,20.3
200605,6,20.4
200605,29,21.2
200605,30,21.3
200605,20,21.4
200605,1,21.7
200605,21,21.9
200605,31,22.3
200606,4,18.1
200606,9,18.2
200606,3,18.8
200606,5,18.8
200606,7,18.9
200606,8,19.4
200606,11,19.4
200606,6,19.7
200606,12,20.5
200606,13,21
200606,18,21.5
200606,15,21.6
200606,22,21.7
200606,14,21.9
200606,26,22
200606,21,22.2
200606,2,22.4
200606,16,22.4
200606,10,22.6
200606,25,23.1
200606,1,23.2
200606,23,23.7
200606,19,23.9
200606,20,24.5
200606,17,25
200606,24,25.1
200606,27,25.8
200606,28,26.3
200606,30,26.6
200606,29,27.1
200607,21,20.6
200607,18,21
200607,19,21.2
200607,5,21.4
200607,20,21.8
200607,22,22.6
200607,17,23
200607,24,23
200607,9,23.4
200607,31,24.3
200607,6,24.4
200607,23,24.9
200607,25,24.9
200607,10,25.2
200607,1,25.3
200607,28,25.3
200607,3,25.4
200607,2,25.7
200607,4,25.7
200607,7,25.8
200607,30,26
200607,8,26.2
200607,11,26.4
200607,16,26.5
200607,27,26.7
200607,12,26.9
200607,29,27.7
200607,26,27.8
200607,13,28.4
200607,15,28.5
200607,14,29.4
200702,25,2.9
200702,26,4.1
200702,2,4.3
200702,3,5
200702,5,5
200702,4,5.3
200702,17,5.3
200702,24,5.3
200702,20,5.7
200702,1,6
200702,12,6.5
200702,16,6.5
200702,27,6.5
200702,18,6.6
200702,11,7
200702,13,7.3
200702,14,7.9
200702,15,8.1
200702,8,8.2
200702,9,8.5
200702,21,8.5
200702,19,8.6
200702,28,8.6
200702,22,8.8
200702,10,8.9
200702,7,9
200702,23,9.6
200702,6,10.1
200703,18,4.6
200703,8,5.9
200703,12,5.9
200703,19,6.1
200703,14,6.3
200703,17,6.3
200703,7,6.4
200703,13,6.7
200703,20,6.8
200703,15,6.9
200703,2,7.2
200703,9,7.2
200703,16,7.2
200703,11,7.4
200703,21,8.5
200703,1,8.6
200703,10,9
200703,31,9.1
200703,3,10
200703,22,10.4
200703,27,10.4
200703,24,11
200703,30,11.7
200703,23,11.9
200703,6,12.1
200703,25,13.2
200703,4,13.5
200703,5,13.8
200703,26,14.3
200703,28,14.6
200703,29,16.6
200704,4,6.7
200704,3,7.8
200704,18,8.3
200704,5,8.4
200704,6,9.3
200704,17,9.4
200704,19,9.7
200704,16,10
200704,11,11.3
200704,24,11.7
200704,9,12
200704,7,12.4
200704,25,12.5
200704,2,12.6
200704,12,12.6
200704,28,12.7
200704,10,12.8
200704,8,13.1
200704,27,13.2
200704,20,13.4
200704,26,14.7
200704,15,14.8
200704,13,15.1
200704,1,15.4
200704,23,15.6
200704,29,16.3
200704,14,17.5
200704,21,17.6
200704,30,18.8
200704,22,19.5
200705,1,15.1
200705,17,16.3
200705,11,16.8
200705,28,16.9
200705,6,17.4
200705,25,17.5
200705,2,17.6
200705,21,17.6
200705,15,17.7
200705,20,17.7
200705,29,17.8
200705,16,18.4
200705,19,18.4
200705,12,18.6
200705,31,18.7
200705,3,18.8
200705,14,18.9
200705,10,19
200705,30,19
200705,7,19.5
200705,13,19.8
200705,8,20.1
200705,18,20.7
200705,4,21
200705,22,21.1
200705,5,21.5
200705,27,21.9
200705,24,22.1
200705,9,22.8
200705,23,23.3
200705,26,23.5
200706,10,17.6
200706,1,18.6
200706,2,20
200706,9,20.2
200706,14,20.9
200706,3,21
200706,25,21.1
200706,4,21.5
200706,11,21.6
200706,8,21.8
200706,24,21.8
200706,5,21.9
200706,7,21.9
200706,17,22.3
200706,22,22.3
200706,6,22.8
200706,15,23.5
200706,18,23.7
200706,12,23.9
200706,26,23.9
200706,13,24.1
200706,16,24.6
200706,30,25.4
200706,23,25.7
200706,21,25.8
200706,19,26
200706,29,26.1
200706,28,26.5
200706,20,26.8
200706,27,26.9
200707,17,20.2
200707,4,20.6
200707,18,20.6
200707,14,20.9
200707,19,21.7
200707,30,22
200707,10,22.3
200707,20,22.3
200707,2,22.6
200707,11,23.2
200707,8,23.3
200707,9,23.4
200707,15,23.4
200707,21,23.6
200707,13,23.7
200707,31,24
200707,1,24.2
200707,12,24.3
200707,7,24.4
200707,16,24.5
200707,3,24.7
200707,23,24.7
200707,6,25.1
200707,5,25.3
200707,25,25.5
200707,24,25.8
200707,22,25.9
200707,29,26.1
200707,26,26.5
200707,27,28.2
200707,28,28.6
200802,9,0.2
200802,3,1.1
200802,13,1.6
200802,17,1.8
200802,24,1.8
200802,6,2
200802,25,2.7
200802,1,2.9
200802,2,2.9
200802,8,3.2
200802,16,3.4
200802,7,3.5
200802,14,3.5
200802,5,3.6
200802,19,3.6
200802,4,3.7
200802,18,3.9
200802,11,4
200802,12,4.2
200802,15,4.4
200802,23,4.6
200802,27,4.7
200802,28,4.7
200802,26,5
200802,10,5.5
200802,20,5.8
200802,29,6.1
200802,21,6.3
200802,22,6.9
200803,5,5.4
200803,6,6
200803,1,6.1
200803,7,7
200803,2,7.4
200803,3,7.4
200803,4,7.5
200803,10,7.5
200803,31,7.6
200803,8,7.7
200803,30,8.4
200803,24,8.6
200803,20,8.7
200803,9,8.8
200803,12,9.3
200803,13,9.6
200803,25,10.3
200803,11,10.6
200803,19,10.7
200803,22,10.7
200803,29,10.7
200803,21,10.9
200803,23,11
200803,28,11
200803,14,11.1
200803,27,11.5
200803,18,12.1
200803,26,12.5
200803,17,12.7
200803,16,13.7
200803,15,14.7
200804,1,9.3
200804,10,9.9
200804,13,10
200804,2,11.4
200804,7,11.7
200804,8,11.9
200804,3,12.2
200804,26,12.6
200804,9,12.8
200804,4,13.1
200804,18,13.2
200804,14,13.7
200804,6,13.8
200804,5,13.9
200804,11,14.6
200804,17,14.9
200804,12,15.1
200804,19,15.2
200804,27,15.4
200804,15,15.5
200804,22,15.5
200804,23,15.9
200804,25,15.9
200804,16,16
200804,20,16
200804,24,16
200804,28,16
200804,21,16.3
200804,29,17.4
200804,30,19.9
200805,11,11.7
200805,12,12.2
200805,13,12.5
200805,14,12.5
200805,10,12.9
200805,31,13.5
200805,30,14.4
200805,29,14.7
200805,15,17.1
200805,5,17.9
200805,18,18.5
200805,16,18.8
200805,6,18.9
200805,17,19
200805,8,19.4
200805,9,19.4
200805,19,19.5
200805,20,19.5
200805,2,19.7
200805,1,19.9
200805,3,19.9
200805,21,19.9
200805,28,20
200805,4,20.2
200805,7,20.6
200805,24,21.2
200805,22,21.4
200805,25,21.5
200805,27,23
200805,26,23.1
200805,23,24.1
200806,3,15.4
200806,26,16.9
200806,5,17.5
200806,4,18
200806,2,18.9
200806,1,19.1
200806,12,19.4
200806,9,20.6
200806,29,20.6
200806,27,21.4
200806,25,21.5
200806,15,21.6
200806,23,21.6
200806,22,21.8
200806,13,22
200806,6,22.1
200806,30,22.1
