年月,日,3-1氣温(℃)-平均
200106,25,25.5
200106,29,26.2
200107,1,23
200107,7,23.3
200107,6,24
200107,8,24.7
200107,17,25.3
200107,18,25.7
200107,26,25.9
200107,2,26
200107,19,26.1
200107,16,26.4
200107,27,26.4
200107,9,26.6
200107,12,27.3
200107,20,27.3
200107,5,27.6
200107,3,27.7
200107,4,27.8
200107,25,27.9
200107,28,27.9
200107,13,28.2
200107,10,28.3
200107,15,28.8
200107,14,28.9
200107,11,29.1
200107,24,29.2
200107,21,29.4
200107,29,29.8
200107,31,29.9
200107,23,30
200107,30,30
200107,22,30.6
200202,14,0.3
200202,11,0.6
200202,12,0.7
200202,10,1.1
200202,15,1.4
200202,1,1.5
200202,19,1.7
200202,13,1.8
200202,9,2.7
200202,16,2.9
200202,18,3.1
200202,2,3.8
200202,25,4
200202,20,4.5
200202,3,4.6
200202,24,4.8
200202,7,4.9
200202,4,5.1
200202,17,5.6
200202,6,6.1
200202,8,6.2
200202,5,6.3
200202,23,6.5
200202,22,7.5
200202,21,7.6
200202,26,7.7
200202,27,8.2
200202,28,8.5
200203,8,3.6
200203,3,3.8
200203,24,4.6
200203,7,4.8
200203,4,5
200203,25,5.8
200203,2,6
200203,23,6.2
200203,9,6.9
200203,5,7.1
200203,28,7.2
200203,13,7.4
200203,11,8.2
200203,12,8.4
200203,6,8.5
200203,10,8.8
200203,18,8.9
200203,22,9.2
200203,27,9.7
200203,16,10
200203,1,10.2
200203,19,10.3
200203,20,11.2
200203,31,11.2
200203,17,11.3
200203,30,11.5
200203,14,11.6
200203,26,12.3
200203,15,12.4
200203,29,12.6
200203,21,13.5
200204,13,9.8
200204,12,10.1
200204,5,10.4
200204,10,10.9
200204,18,11.1
200204,4,11.5
200204,19,11.5
200204,11,11.8
200204,26,11.9
200204,9,12.5
200204,6,12.7
200204,27,12.7
200204,25,12.8
200204,3,13.4
200204,17,14.1
200204,1,14.6
200204,28,15.2
200204,2,15.6
200204,7,15.8
200204,21,15.9
200204,8,16.1
200204,14,16.3
200204,30,17.1
200204,20,17.6
200204,29,18.1
200204,22,18.3
200204,24,18.6
200204,16,20.1
200204,23,20.6
200204,15,20.8
200205,20,14
200205,19,14.3
200205,9,14.8
200205,18,15
200205,6,15.1
200205,1,15.2
200205,12,15.2
200205,7,15.4
200205,11,15.7
200205,13,16
200205,8,16.5
200205,5,16.6
200205,2,17
200205,14,17.1
200205,17,17.2
200205,10,17.3
200205,21,17.6
200205,26,17.7
200205,4,17.9
200205,27,17.9
200205,15,18
200205,25,18.1
200205,28,18.1
200205,16,18.2
200205,24,18.6
200205,22,19.7
200205,29,19.8
200205,23,20
200205,3,21
200205,31,22.3
200205,30,22.7
200206,25,16.7
200206,24,18.3
200206,26,18.3
200206,23,18.8
200206,27,19.3
200206,22,20
200206,3,20.3
200206,2,20.5
200206,5,20.8
200206,9,20.8
200206,15,21.1
200206,18,21.4
200206,17,21.6
200206,28,21.6
200206,16,21.7
200206,4,21.9
200206,6,22
200206,1,22.6
200206,21,22.7
200206,14,22.8
200206,20,22.8
200206,19,23
200206,30,23.4
200206,29,23.7
200206,11,23.9
200206,10,24.1
200206,12,24.1
200206,13,24.2
200206,7,25
200206,8,25.3
200207,11,22.4
200207,1,23.5
200207,10,23.9
200207,2,24.7
200207,17,24.9
200207,13,25.1
200207,16,25.1
200207,12,25.6
200207,3,26
200207,9,26.5
200207,22,27
200207,4,27.2
200207,18,27.8
200207,28,27.9
200207,5,28.2
200207,8,28.5
200207,19,28.5
200207,23,28.5
200207,29,28.5
200207,24,28.6
200207,14,28.7
200207,30,28.8
200207,31,28.8
200207,25,28.9
200207,21,29
200207,15,29.1
200207,27,29.1
200207,6,29.3
200207,20,29.5
200207,7,29.6
200207,26,30.8
200302,2,0.2
200302,3,0.8
200302,1,1.4
200302,5,2
200302,4,2.1
200302,6,2.2
200302,13,2.4
200302,12,3
200302,14,3
200302,18,3.3
200302,21,3.4
200302,22,3.4
200302,28,3.7
200302,20,3.9
200302,19,4.3
200302,7,4.4
200302,27,4.5
200302,25,4.6
200302,17,4.7
200302,15,4.9
200302,16,5.4
200302,24,5.4
200302,11,5.7
200302,8,5.8
200302,26,6.1
200302,23,6.2
200302,10,6.4
200302,9,7.1
200303,4,0.4
200303,11,1.3
200303,5,1.4
200303,9,2.3
200303,10,2.4
200303,12,2.9
200303,13,3.2
200303,19,3.4
200303,6,3.9
200303,14,4.3
200303,21,4.3
200303,8,4.4
200303,22,4.8
200303,20,4.9
200303,16,5.5
200303,3,5.8
200303,15,6.2
200303,18,6.2
200303,23,6.2
200303,1,7.1
200303,7,7.4
200303,17,7.8
200303,2,8
200303,29,8.2
200303,30,8.9
200303,28,9.3
200303,26,10.1
200303,25,10.6
200303,31,10.6
200303,24,11.3
200303,27,12.1
200304,10,7.4
200304,9,8.4
200304,5,8.5
200304,6,9.2
200304,2,9.4
200304,4,10.1
200304,14,10.2
200304,21,10.8
200304,1,11.1
200304,3,11.2
200304,11,11.3
200304,22,11.8
200304,20,12.8
200304,16,12.9
200304,30,12.9
200304,15,13
200304,27,13.8
200304,7,13.9
200304,13,14.1
200304,23,14.6
200304,8,15.1
200304,19,15.1
200304,26,15.1
200304,24,15.3
200304,12,15.6
200304,28,17.4
200304,17,17.5
200304,18,17.7
200304,25,18.9
200304,29,19.8
200305,9,11.6
200305,1,12.6
200305,8,13.9
200305,16,14.6
200305,17,15.1
200305,10,15.7
200305,5,15.8
200305,4,16.4
200305,15,16.5
200305,21,16.5
200305,11,17.4
200305,20,17.6
200305,22,17.8
200305,18,18
200305,2,19
200305,3,19.1
200305,14,19.6
200305,19,19.9
200305,26,20.4
200305,12,20.6
200305,23,21
200305,25,21.2
200305,13,21.4
200305,27,21.4
200305,6,22.2
200305,24,22.2
200305,28,22.8
200305,29,23.4
200305,30,23.5
200305,31,23.6
200305,7,24
200306,1,17.6
200306,2,17.7
200306,3,18.1
200306,5,19.4
200306,4,19.8
200306,8,20.3
200306,26,20.3
200306,6,20.8
200306,7,20.8
200306,14,20.8
200306,29,21.4
200306,15,21.5
200306,20,21.7
200306,27,22.1
200306,22,22.2
200306,25,22.5
200306,13,22.6
200306,16,22.6
200306,24,22.6
200306,28,22.6
200306,9,22.7
200306,10,22.8
200306,21,22.9
200306,11,23
200306,30,23
200306,17,23.5
200306,23,23.8
200306,12,23.9
200306,18,24
200306,19,26.9
200307,14,20.4
200307,4,20.7
200307,15,20.8
200307,13,20.9
200307,16,20.9
200307,25,21.1
200307,2,21.2
200307,1,21.3
200307,26,21.3
200307,5,21.6
200307,3,21.7
200307,8,21.8
200307,6,21.9
200307,17,22
200307,24,22.5
200307,7,22.7
200307,23,22.7
200307,31,22.7
200307,30,22.8
200307,27,22.9
200307,12,23
200307,18,23.3
200307,21,24.2
200307,11,24.3
200307,9,24.5
200307,22,24.7
200307,28,24.9
200307,20,25.3
200307,29,25.5
200307,19,25.7
200307,10,25.9
200402,10,-0.2
200402,6,0.7
200402,7,0.7
200402,11,0.8
200402,5,0.9
200402,8,1.2
200402,4,1.5
200402,9,1.6
200402,1,2.1
200402,27,2.6
200402,13,3
200402,12,3.1
200402,3,3.2
200402,16,3.3
200402,17,3.6
200402,18,4.3
200402,2,4.6
200402,15,5.1
200402,24,5.7
200402,23,5.8
200402,19,6.1
200402,26,6.2
200402,14,6.6
200402,20,6.7
200402,28,7.2
200402,29,8.3
200402,25,9.8
200402,21,10.1
200402,22,13.8
200403,7,1.2
200403,4,1.4
200403,8,1.5
200403,3,2.2
200403,2,2.4
200403,6,3.5
200403,5,3.6
200403,9,4
200403,1,5.1
200403,19,5.3
200403,18,5.4
200403,22,5.6
200403,20,5.9
200403,12,6.3
200403,13,6.7
200403,21,6.7
200403,27,7
200403,23,7.2
200403,14,7.9
200403,15,8.2
200403,26,8.5
200403,25,9.7
200403,11,10.1
200403,24,10.3
200403,28,10.4
200403,31,10.5
200403,10,10.6
200403,16,12
200403,30,15.1
200403,29,15.7
200403,17,17.9
200404,4,7.5
200404,5,7.8
200404,24,9.1
200404,1,9.6
200404,8,9.6
200404,3,9.7
200404,28,10.6
200404,25,11.4
200404,9,11.7
200404,6,12
200404,14,12.1
200404,2,12.4
200404,13,12.9
200404,7,13.4
200404,15,13.5
200404,29,13.5
200404,23,13.7
200404,20,14.6
200404,10,15.1
200404,21,15.1
200404,27,15.2
200404,17,15.3
200404,12,15.6
200404,26,15.7
200404,11,16.4
200404,30,16.6
200404,16,17.6
200404,19,18.9
200404,18,20.3
200404,22,20.9
200405,5,13.3
200405,1,15.4
200405,14,15.8
200405,4,16.2
200405,7,16.3
200405,20,16.5
200405,19,16.6
200405,11,16.8
200405,6,16.9
200405,23,17.5
200405,2,17.6
200405,24,17.6
200405,25,18.2
200405,16,18.5
200405,22,18.5
200405,18,18.6
200405,8,18.9
200405,21,19.5
200405,17,19.7
200405,10,19.8
200405,15,19.9
200405,3,20
200405,9,20.5
200405,13,21
200405,31,21
200405,12,21.4
200405,26,21.8
200405,27,23.3
200405,29,24
200405,30,24
200405,28,24.2
200406,1,18.7
200406,2,18.7
200406,8,18.9
200406,14,19.8
200406,11,19.9
200406,13,20.1
200406,12,20.5
200406,3,20.7
200406,9,20.9
200406,16,21.5
200406,15,21.6
200406,4,22.1
200406,10,22.4
200406,5,22.9
200406,26,22.9
200406,22,23.1
200406,6,23.3
200406,7,23.8
200406,27,23.9
200406,25,24
200406,28,24.2
200406,23,24.9
200406,17,25.2
200406,30,25.2
200406,18,25.7
200406,29,25.9
200406,24,26
200406,19,26.8
200406,21,27.1
200406,20,29.1
200407,12,22.8
200407,11,23.9
200407,1,24
200407,10,24.1
200407,2,24.8
200407,18,25.2
200407,3,25.8
200407,21,25.8
200407,22,25.9
200407,13,26
200407,19,26.9
200407,20,26.9
200407,16,27.2
200407,23,27.2
200407,14,27.5
200407,17,27.5
200407,6,27.8
200407,15,27.8
200407,29,28
200407,30,28.1
200407,28,28.6
200407,26,28.8
200407,27,28.8
200407,9,28.9
200407,4,29
200407,31,29
200407,25,29.5
200407,24,29.8
200407,7,30
200407,5,30.2
200407,8,31.5
200502,1,-0.4
200502,26,0.2
200502,21,0.5
200502,22,0.7
200502,11,1
200502,2,1.1
200502,13,1.2
200502,27,1.4
200502,3,1.6
200502,4,1.6
200502,12,2.2
200502,5,2.3
200502,6,2.3
200502,8,2.9
200502,24,2.9
200502,28,2.9
200502,7,3
200502,20,3.8
200502,10,3.9
200502,14,3.9
200502,9,4.4
200502,25,4.4
200502,18,4.7
200502,15,4.9
200502,19,5.6
200502,23,5.9
200502,17,6.2
200502,16,7
200503,13,-0.4
200503,14,0.6
200503,2,2.2
200503,1,2.5
200503,6,2.6
200503,25,2.6
200503,5,2.9
200503,12,3.9
200503,15,4.1
200503,26,4.2
200503,3,4.3
200503,4,4.5
200503,7,4.8
200503,19,5.2
200503,24,5.7
200503,30,5.9
200503,18,6.7
200503,20,6.7
200503,31,7.2
200503,16,7.5
200503,23,7.8
200503,21,8
200503,8,8.1
200503,9,8.2
200503,29,8.2
200503,17,10.1
200503,27,10.3
200503,11,11.3
200503,22,11.3
200503,28,11.4
200503,10,12.1
200504,4,6.4
200504,1,7.2
200504,13,9.4
200504,12,9.7
200504,3,9.9
200504,5,10.7
200504,11,10.7
200504,9,10.9
200504,14,11.1
200504,2,11.3
200504,23,12
200504,22,12.2
200504,24,12.2
200504,16,12.8
200504,8,13
200504,17,13.3
200504,15,13.6
200504,21,13.6
200504,26,14.2
200504,18,14.8
200504,6,15
200504,20,16
200504,19,17.1
200504,10,17.2
200504,27,17.2
200504,7,17.7
200504,29,17.9
200504,25,19.1
200504,30,21.1
200504,28,23.1
200505,16,12.7
200505,10,12.8
200505,7,13.9
200505,13,14.3
200505,11,14.4
200505,24,14.4
200505,8,14.8
200505,12,15
200505,2,15.4
200505,9,15.4
200505,25,15.4
200505,14,15.5
200505,15,15.5
200505,3,16
200505,23,16.4
200505,20,16.6
200505,28,17.4
200505,31,17.5
200505,22,17.7
200505,30,17.8
200505,29,17.9
200505,17,18
200505,19,18
200505,26,18.4
200505,4,18.6
200505,5,18.9
200505,18,18.9
200505,6,19
200505,21,19.2
200505,1,20.3
200505,27,20.6
200506,5,18.4
200506,6,20.1
200506,4,20.5
200506,2,20.7
200506,17,20.8
200506,12,21
200506,1,21.1
200506,3,21.3
200506,13,21.5
200506,11,21.6
200506,14,22.2
200506,18,22.4
200506,16,22.6
200506,9,23.1
200506,10,23.1
200506,8,23.4
200506,7,23.5
200506,15,23.6
200506,29,23.9
200506,23,24.2
200506,20,24.5
200506,19,24.6
200506,22,24.7
200506,30,25
200506,24,25.4
200506,28,26.3
200506,21,26.5
200506,25,26.8
200506,26,27.8
200506,27,28.3
200507,4,22.9
200507,13,23.1
200507,8,23.2
200507,5,23.6
200507,7,23.6
200507,11,23.6
200507,1,23.7
200507,9,23.9
200507,12,23.9
200507,27,23.9
200507,14,24
200507,6,24.3
200507,3,24.4
200507,26,24.7
200507,2,24.8
200507,10,25
200507,20,25.4
200507,31,25.4
200507,15,25.8
200507,24,25.9
200507,23,26.1
200507,16,26.3
200507,19,26.3
200507,21,26.5
200507,22,27
200507,28,27
200507,17,27.4
200507,25,27.4
200507,18,27.9
200507,30,28
200507,29,28.1
200602,4,-1.8
200602,5,-1
200602,6,-0.2
200602,12,-0.1
200602,9,0.2
200602,18,1.3
200602,20,1.6
200602,3,1.7
200602,17,1.9
200602,8,2.4
200602,10,2.5
200602,28,2.5
200602,11,3
200602,27,3.1
200602,1,3.2
200602,19,3.4
200602,13,3.6
200602,2,3.7
200602,7,4.1
200602,21,4.2
200602,24,4.3
200602,14,4.7
200602,16,5.3
200602,23,6
200602,25,6.8
200602,15,7.9
200602,22,8.9
200602,26,8.9
200603,14,0
200603,13,0.6
200603,3,2
200603,30,2.2
200603,2,2.7
200603,1,3.2
200603,4,3.7
200603,15,3.7
200603,29,4.3
200603,31,4.3
200603,19,5.1
200603,22,5.3
200603,20,5.5
200603,21,5.5
200603,9,5.9
200603,12,6.3
200603,24,6.8
200603,18,6.9
200603,5,7.4
200603,16,7.5
200603,6,7.8
200603,7,7.9
200603,17,7.9
200603,25,7.9
200603,8,8
200603,10,8.3
200603,23,9.3
200603,28,10.6
200603,11,10.7
200603,27,10.7
200603,26,11.2
200604,21,7.3
200604,6,7.7
200604,1,8
200604,3,8.4
200604,9,8.8
200604,7,9
200604,14,9.3
200604,16,9.5
200604,17,9.6
200604,8,9.7
200604,25,9.7
200604,15,9.9
200604,26,10.1
200604,5,10.2
200604,22,10.2
200604,20,10.5
200604,4,11.3
200604,10,11.3
200604,2,11.8
200604,13,11.9
200604,27,12.4
200604,24,12.8
200604,28,12.9
200604,12,14.5
200604,23,15.5
200604,11,15.8
200604,18,16.4
200604,29,16.5
200604,19,17.7
200604,30,18.6
200605,3,10.7
200605,2,12.4
200605,13,14.7
200605,11,15.3
200605,14,15.3
200605,12,15.9
200605,25,16
200605,15,16.1
200605,24,16.4
200605,21,16.8
200605,17,16.9
200605,8,17.3
200605,30,17.3
200605,4,17.6
200605,20,17.8
200605,29,18
200605,16,18.1
200605,7,18.5
200605,18,18.9
200605,26,18.9
200605,28,19.8
200605,23,19.9
200605,6,20
200605,31,20.4
200605,5,21
200605,1,21.1
200605,19,21.4
200605,27,21.5
200605,9,21.8
200605,22,22.2
200605,10,22.7
200606,9,18
200606,3,18.4
200606,7,18.7
200606,6,19.2
200606,1,20
200606,10,20.1
200606,2,20.2
200606,13,21
200606,4,21.3
200606,16,21.3
200606,8,21.4
200606,5,21.6
200606,17,21.6
200606,24,21.6
200606,22,21.7
200606,11,21.9
200606,23,21.9
200606,25,21.9
200606,26,22.2
200606,12,22.3
200606,19,22.8
200606,18,23
200606,15,23.2
200606,20,23.6
200606,21,23.6
200606,14,24.1
200606,27,24.9
200606,28,25
200606,29,25.7
200606,30,25.8
200607,18,20.5
200607,6,21.7
200607,24,21.7
200607,17,22
200607,3,22.1
200607,4,22.3
200607,21,22.4
200607,19,22.5
200607,5,22.9
200607,2,23
200607,16,23.4
200607,20,23.6
200607,25,23.7
200607,7,23.9
200607,29,24.7
200607,1,25.2
200607,30,25.6
200607,23,25.7
200607,26,25.9
200607,22,26.1
200607,8,26.4
200607,9,26.6
200607,27,26.9
200607,31,26.9
200607,28,27
200607,15,27.3
200607,12,28
200607,10,28.4
200607,11,28.5
200607,13,28.8
200607,14,29
200702,2,1.1
200702,1,2.1
200702,25,3.5
200702,3,4
200702,16,4
200702,24,4
200702,17,4.1
200702,11,4.4
200702,4,4.5
200702,12,4.5
200702,15,4.7
200702,20,4.9
200702,7,5.4
200702,5,5.5
200702,8,5.5
200702,19,5.9
200702,21,6
200702,13,6.2
200702,28,6.5
200702,26,6.6
200702,18,7.6
200702,6,8
200702,10,8.6
200702,9,8.9
200702,23,8.9
200702,27,9.2
200702,22,9.4
200702,14,12.2
200703,7,0.8
200703,8,1.3
200703,19,2.8
200703,9,3.5
200703,18,3.5
200703,13,3.6
200703,14,3.6
200703,15,3.6
200703,17,3.7
200703,20,3.8
200703,12,4.4
200703,16,4.4
200703,11,4.7
200703,6,5.2
200703,1,5.4
200703,21,5.7
200703,2,5.8
200703,10,7
200703,22,7.2
200703,23,9.5
200703,26,10.2
200703,3,10.4
200703,30,10.4
200703,27,10.7
200703,31,10.7
200703,25,11.5
200703,24,11.6
200703,28,11.9
200703,29,12.3
200703,4,15.2
200703,5,15.2
200704,4,4
200704,5,5.4
200704,3,7.1
200704,6,7.7
200704,18,9
200704,11,9.9
200704,16,10
200704,17,10
200704,7,10.5
200704,9,10.6
200704,15,10.6
200704,19,10.8
200704,12,11.1
200704,14,11.3
200704,10,11.4
200704,8,11.5
200704,2,11.6
200704,27,12.1
200704,26,12.7
200704,24,13.2
200704,23,13.3
200704,1,13.6
200704,25,14.1
200704,28,14.5
200704,29,14.8
200704,20,15.3
200704,13,16
200704,22,18.4
200704,21,18.6
200704,30,18.7
200705,20,12.5
200705,11,13.8
200705,10,14.1
200705,2,14.3
200705,19,14.4
200705,12,15
200705,21,15.5
200705,7,15.8
200705,3,16.1
200705,15,16.1
200705,28,16.3
200705,6,16.4
200705,31,16.5
200705,13,16.9
200705,27,17.4
200705,17,17.6
200705,1,17.8
200705,16,17.9
200705,30,18.2
200705,14,18.3
200705,8,18.8
200705,18,19.1
200705,22,19.5
200705,29,19.5
200705,25,19.6
200705,5,19.7
200705,26,19.7
200705,4,20
200705,9,20.2
200705,23,21.2
200705,24,22.7
200706,1,15.8
200706,9,17
200706,10,17.2
200706,11,19.5
200706,24,20.1
200706,15,20.4
200706,8,20.7
200706,16,20.9
200706,2,21.1
200706,22,21.3
200706,25,21.4
200706,3,21.7
200706,14,21.7
200706,23,21.9
200706,4,22.2
200706,30,22.7
200706,6,22.9
200706,26,22.9
200706,27,22.9
200706,5,23.2
200706,17,23.2
200706,12,23.6
200706,7,23.7
200706,18,23.7
200706,29,24.7
200706,19,24.8
200706,13,24.9
200706,21,25
200706,28,25.2
200706,20,26.4
200707,5,22.2
200707,17,22.2
200707,18,22.2
200707,10,22.3
200707,1,22.5
200707,4,22.6
200707,16,22.7
200707,22,22.7
200707,2,22.8
200707,3,22.8
200707,23,22.9
200707,30,22.9
200707,14,23
200707,21,23.1
200707,24,23.2
200707,31,23.4
200707,6,23.7
200707,7,23.7
200707,8,23.7
200707,13,23.7
200707,12,23.8
200707,15,24.4
200707,20,24.5
200707,11,24.6
200707,26,24.9
200707,9,25.1
200707,29,25.1
200707,27,25.2
200707,28,25.2
200707,25,25.6
200707,19,25.8
200802,13,-0.5
200802,9,0
200802,24,0
200802,14,0.1
200802,16,0.1
200802,17,0.1
200802,18,0.5
200802,8,1
200802,15,1.1
200802,25,1.4
200802,1,1.5
200802,4,1.6
200802,5,1.8
200802,2,1.9
200802,7,1.9
200802,19,1.9
200802,27,1.9
200802,6,2.2
200802,23,2.7
200802,3,2.9
200802,20,3.1
200802,28,3.1
200802,12,3.5
200802,10,3.6
200802,21,3.7
200802,26,4.4
200802,11,4.6
200802,22,5.3
200802,29,6.1
200803,5,1.1
200803,4,3.3
200803,6,3.5
200803,7,4.6
200803,8,4.6
200803,1,4.9
200803,3,5.3
200803,2,5.7
200803,30,6
200803,29,6.7
200803,31,6.8
200803,9,7.8
200803,10,8.1
200803,15,8.2
200803,28,8.2
200803,17,8.3
200803,27,8.4
200803,11,8.5
200803,16,8.9
200803,22,9
200803,26,9.5
200803,12,9.6
200803,18,9.8
200803,20,9.9
200803,21,10.6
200803,24,10.6
200803,25,10.9
200803,14,11.9
200803,13,12.2
200803,19,12.4
200803,23,13.1
200804,1,8.3
200804,2,9.2
200804,3,9.2
200804,4,9.7
200804,5,10.5
200804,7,11.3
200804,6,11.5
200804,12,11.5
200804,25,11.5
200804,11,11.6
200804,13,12
200804,8,12.2
200804,14,12.2
200804,15,12.7
200804,18,12.9
200804,28,12.9
200804,24,13.1
200804,9,13.2
200804,10,13.3
200804,21,13.3
200804,19,14
200804,27,14.2
200804,20,14.4
200804,26,14.5
200804,17,14.7
200804,22,14.7
200804,16,16.5
200804,29,16.9
200804,23,19.5
200804,30,20.3
200805,11,12.6
200805,10,12.8
200805,12,13.3
200805,15,14.6
200805,14,14.7
200805,13,15.6
200805,9,16.4
200805,6,16.5
200805,16,16.7
200805,20,16.7
200805,17,17.4
200805,3,17.7
200805,21,17.9
200805,31,17.9
200805,27,18.1
200805,7,18.3
200805,8,18.4
200805,25,18.7
200805,2,19.1
200805,24,19.4
200805,5,19.5
200805,29,19.5
200805,26,19.7
200805,18,19.9
200805,1,20.3
200805,19,20.9
200805,28,21
200805,22,21.1
200805,23,21.3
200805,30,21.8
200805,4,22.5
200806,3,18.2
200806,1,18.5
200806,14,18.9
200806,6,19.1
200806,15,19.1
200806,2,19.5
200806,23,19.5
200806,5,20.3
200806,16,20.3
200806,4,20.4
200806,17,20.4
200806,7,20.5
200806,24,20.6
200806,30,20.8
